domain,metric_bin,omega,rel_gain_pct,nA,nB
Fitbit,0.347,0.34687,19.15966303807316,9,3
Fitbit,0.357,0.3572,-12.495456175365979,9,3
Fitbit,0.421,0.42053,20.17193574176275,9,3
