domain,metric_bin,omega,rel_gain_pct,nA,nB
Fitbit,0.016,0.01632,1.3687209273707177,3,3
Fitbit,0.081,0.08059,-9.435634185840438,3,3
Fitbit,0.218,0.21822,7.701984104294118,3,3
Fitbit,0.334,0.33439,-9.648046466015106,3,3
Fitbit,0.347,0.34687,-5.059113230911229,3,3
Fitbit,0.378,0.37775,-7.537516775794048,3,3
Fitbit,0.421,0.42053,-16.989968266966944,3,3
Fitbit,0.446,0.44563,-19.083991092626498,3,3
