domain,metric_bin,omega,rel_gain_pct,nA,nB
Fitbit,0.016,0.01632,4.123391006866661,3,3
Fitbit,0.081,0.08059,5.587129892749109,3,3
Fitbit,0.218,0.21822,-37.8209160043456,3,3
Fitbit,0.334,0.33439,16.42986749037088,3,3
Fitbit,0.347,0.34687,22.691853156236903,3,3
Fitbit,0.378,0.37775,23.52759363943227,3,3
Fitbit,0.421,0.42053,16.31308219879209,3,3
Fitbit,0.446,0.44563,27.016766487423713,3,3
