domain,metric_bin,omega,rel_gain_pct,nA,nB
PEMS,2.828,2.82836,-2.5123757769754675,3,3
PEMS,2.993,2.9929399999999995,-1.2421614089041744,3,3
PEMS,3.265,3.26483,-0.8754383521756199,3,3
PEMS,3.326,3.326,0.30551617041388723,3,3
PEMS,3.574,3.57365,-13.982815853139037,3,3
PEMS,3.673,3.67348,-13.185308553995933,3,3
PEMS,3.894,3.89414,-4.130095753041921,3,3
PEMS,4.495,4.49514,-5.038909254614451,3,3
