domain,metric_bin,omega,rel_gain_pct,nA,nB
UniSynth,1.275,1.27497,-6.329850263923292,3,3
UniSynth,1.376,1.3758799999999998,-11.761526769126835,3,3
UniSynth,1.558,1.55832,-19.94454789985516,3,3
UniSynth,1.586,1.586,-11.332613545494405,3,3
UniSynth,2.745,2.74452,-35.77391185350541,3,3
UniSynth,4.971,4.97051,-42.301671574476444,3,3
UniSynth,9.431,9.43131,-25.23681043518769,3,3
