domain,metric_bin,omega,rel_gain_pct,nA,nB
Fitbit,12.834,12.8344,10.943692775327131,9,3
Fitbit,15.831,15.831309999999998,7.55468622177449,9,3
Fitbit,445.768,445.76812,-18.486572346791764,9,3
