domain,x_metric,n,pearson_r,r_95ci_low,r_95ci_high,spearman_rho,kendall_tau_b,distance_corr,isotonic_R2,theilsen_slope,theilsen_intercept,q25q75_delta_mean,q25q75_cohens_d,q25_n,q75_n
PEMS,Season,144,-0.8058317739146394,-0.8565074461393749,-0.7397681487280732,-0.7773831761753432,-0.5968146345722094,0.6863071438020228,0.8602272252238535,-2.009946923138316,1.564520190458135,-0.42223111111111117,-6.984040555267055,36.0,36.0
