2024-07-17 16:37:40,938 INFO    MainThread:73846 [wandb_setup.py:_flush():76] Current SDK version is 0.17.4
2024-07-17 16:37:40,939 INFO    MainThread:73846 [wandb_setup.py:_flush():76] Configure stats pid to 73846
2024-07-17 16:37:40,939 INFO    MainThread:73846 [wandb_setup.py:_flush():76] Loading settings from /home/oliver/.config/wandb/settings
2024-07-17 16:37:40,939 INFO    MainThread:73846 [wandb_setup.py:_flush():76] Loading settings from /home/oliver/Desktop/mamba/mamba_ssm/wandb/settings
2024-07-17 16:37:40,939 INFO    MainThread:73846 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-07-17 16:37:40,939 INFO    MainThread:73846 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-07-17 16:37:40,939 INFO    MainThread:73846 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'mamba_ssm/train.py', 'program_abspath': '/home/oliver/Desktop/mamba/mamba_ssm/train.py', 'program': '/home/oliver/Desktop/mamba/mamba_ssm/train.py'}
2024-07-17 16:37:40,939 INFO    MainThread:73846 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-07-17 16:37:40,939 INFO    MainThread:73846 [wandb_init.py:_log_setup():529] Logging user logs to /home/oliver/Desktop/mamba/mamba_ssm/wandb/run-20240717_163740-wrca8h1u/logs/debug.log
2024-07-17 16:37:40,939 INFO    MainThread:73846 [wandb_init.py:_log_setup():530] Logging internal logs to /home/oliver/Desktop/mamba/mamba_ssm/wandb/run-20240717_163740-wrca8h1u/logs/debug-internal.log
2024-07-17 16:37:40,939 INFO    MainThread:73846 [wandb_init.py:init():569] calling init triggers
2024-07-17 16:37:40,939 INFO    MainThread:73846 [wandb_init.py:init():576] wandb.init called with sweep_config: {}
config: {}
2024-07-17 16:37:40,939 INFO    MainThread:73846 [wandb_init.py:init():619] starting backend
2024-07-17 16:37:40,939 INFO    MainThread:73846 [wandb_init.py:init():623] setting up manager
2024-07-17 16:37:40,941 INFO    MainThread:73846 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-07-17 16:37:40,942 INFO    MainThread:73846 [wandb_init.py:init():631] backend started and connected
2024-07-17 16:37:40,945 INFO    MainThread:73846 [wandb_init.py:init():720] updated telemetry
2024-07-17 16:37:40,964 INFO    MainThread:73846 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-07-17 16:37:41,207 INFO    MainThread:73846 [wandb_run.py:_on_init():2402] communicating current version
2024-07-17 16:37:41,251 INFO    MainThread:73846 [wandb_run.py:_on_init():2411] got version response 
2024-07-17 16:37:41,252 INFO    MainThread:73846 [wandb_init.py:init():804] starting run threads in backend
2024-07-17 16:37:45,129 INFO    MainThread:73846 [wandb_run.py:_console_start():2380] atexit reg
2024-07-17 16:37:45,129 INFO    MainThread:73846 [wandb_run.py:_redirect():2235] redirect: wrap_raw
2024-07-17 16:37:45,130 INFO    MainThread:73846 [wandb_run.py:_redirect():2300] Wrapping output streams.
2024-07-17 16:37:45,130 INFO    MainThread:73846 [wandb_run.py:_redirect():2325] Redirects installed.
2024-07-17 16:37:45,131 INFO    MainThread:73846 [wandb_init.py:init():847] run started, returning control to user process
2024-07-17 16:37:45,132 INFO    MainThread:73846 [wandb_run.py:_config_callback():1382] config_cb None None {'layer count': 32, 'd_model': 32, 'train epochs': 30, 'model id': 'ETTh1_512_96', 'model': 'BackboneModel', 'LLM used': 'MambaBackbone', 'num params': '130m'}
2024-07-17 20:25:54,415 WARNING MsgRouterThr:73846 [router.py:message_loop():77] message_loop has been closed
