domain,comp,x_metric,n,spearman_rho,theilsen_slope,slope_ci_lo,slope_ci_hi,omega_star,omega_star_lo,omega_star_hi
PEMS,LLM_minus_DLinear,LLE,3,0.9999999999999998,1.1507884121745515,,,0.035798469823465684,,
