domain,x_metric,n,pearson_r,r_95ci_low,r_95ci_high,spearman_rho,kendall_tau_b,distance_corr,isotonic_R2,theilsen_slope,theilsen_intercept,q25q75_delta_mean,q25q75_cohens_d,q25_n,q75_n
CarbonCast,LLE,129,-0.5847679192129333,-0.688072173868153,-0.4582314320131808,-0.6357570037832357,-0.46461232195970187,0.31758888288761317,0.5189840641881198,-2.334623234258782,1.1020229383360867,-0.30642426136363643,-2.5251510235897157,48.0,33.0
