date,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean
2019-01-01 00:00:00,6.162142378825514,284.0853738506238,282.61614780095385,0.0,2.089818124083359
2019-01-01 01:00:00,6.162142378825514,284.0853738506238,282.61614780095385,0.0,2.089818124083359
2019-01-01 02:00:00,6.162142378825514,284.0853738506238,282.61614780095385,0.0,2.089818124083359
2019-01-01 03:00:00,6.162142378825514,284.0853738506238,282.61614780095385,0.0,2.089818124083359
2019-01-01 04:00:00,6.2978437616985605,283.7644301760371,282.1277632963188,0.0,2.8997284773328214
2019-01-01 05:00:00,6.2978437616985605,283.7644301760371,282.1277632963188,0.0,2.8997284773328214
2019-01-01 06:00:00,6.2978437616985605,283.7644301760371,282.1277632963188,0.0,2.8997284773328214
2019-01-01 07:00:00,6.047180112958065,282.812884625989,281.00059101022526,0.0,0.2556033411210022
2019-01-01 08:00:00,6.047180112958065,282.812884625989,281.00059101022526,0.0,0.2556033411210022
2019-01-01 09:00:00,6.047180112958065,282.812884625989,281.00059101022526,0.0,0.2556033411210022
2019-01-01 10:00:00,5.415314898210404,281.43471078916434,279.4357698286076,0.0,0.3897317098654146
2019-01-01 11:00:00,5.415314898210404,281.43471078916434,279.4357698286076,0.0,0.3897317098654146
2019-01-01 12:00:00,5.415314898210404,281.43471078916434,279.4357698286076,0.0,0.3897317098654146
2019-01-01 13:00:00,5.07406943605002,280.94302912417794,278.1029732549976,50.526677270713336,0.0772639373668508
2019-01-01 14:00:00,5.07406943605002,280.94302912417794,278.1029732549976,50.526677270713336,0.0772639373668508
2019-01-01 15:00:00,5.07406943605002,280.94302912417794,278.1029732549976,50.526677270713336,0.0772639373668508
2019-01-01 16:00:00,4.4565147661707645,281.4127284310801,277.28398992578013,139.43629224884177,0.1566315473396327
2019-01-01 17:00:00,4.4565147661707645,281.4127284310801,277.28398992578013,139.43629224884177,0.1566315473396327
2019-01-01 18:00:00,4.4565147661707645,281.4127284310801,277.28398992578013,139.43629224884177,0.1566315473396327
2019-01-01 19:00:00,3.818273559014816,280.58365997489165,276.490356556075,185.1745782557157,0.0927381782489103
2019-01-01 20:00:00,3.818273559014816,280.58365997489165,276.490356556075,185.1745782557157,0.0927381782489103
2019-01-01 21:00:00,3.818273559014816,280.58365997489165,276.490356556075,185.1745782557157,0.0927381782489103
2019-01-01 22:00:00,3.189346245135901,278.5059050097618,275.4210098988176,101.11035443824998,0.182887001059672
2019-01-01 23:00:00,3.189346245135901,278.5059050097618,275.4210098988176,101.11035443824998,0.182887001059672
2019-01-02 00:00:00,3.189346245135901,278.5059050097618,275.4210098988176,101.11035443824998,0.182887001059672
2019-01-02 01:00:00,2.771682066436437,277.3232403574033,274.37778072047234,0.0,0.0592846703492781
2019-01-02 02:00:00,2.771682066436437,277.3232403574033,274.37778072047234,0.0,0.0592846703492781
2019-01-02 03:00:00,2.771682066436437,277.3232403574033,274.37778072047234,0.0,0.0592846703492781
2019-01-02 04:00:00,2.4079169043706616,276.46562803130803,273.6088821427639,0.0,0.0867186485342535
2019-01-02 05:00:00,2.4079169043706616,276.46562803130803,273.6088821427639,0.0,0.0867186485342535
2019-01-02 06:00:00,2.4079169043706616,276.46562803130803,273.6088821427639,0.0,0.0867186485342535
2019-01-02 07:00:00,2.281438263851765,275.8358967881149,273.00022377682046,0.0,0.03006560090556
2019-01-02 08:00:00,2.281438263851765,275.8358967881149,273.00022377682046,0.0,0.03006560090556
2019-01-02 09:00:00,2.281438263851765,275.8358967881149,273.00022377682046,0.0,0.03006560090556
2019-01-02 10:00:00,2.2764988064631253,275.4920267841836,272.61953233426124,0.0,0.0710727876981306
2019-01-02 11:00:00,2.2764988064631253,275.4920267841836,272.61953233426124,0.0,0.0710727876981306
2019-01-02 12:00:00,2.2764988064631253,275.4920267841836,272.61953233426124,0.0,0.0710727876981306
2019-01-02 13:00:00,2.5205708228075334,277.02199571322126,272.8057265188563,65.90286592130789,0.0451229399763695
2019-01-02 14:00:00,2.5205708228075334,277.02199571322126,272.8057265188563,65.90286592130789,0.0451229399763695
2019-01-02 15:00:00,2.5205708228075334,277.02199571322126,272.8057265188563,65.90286592130789,0.0451229399763695
2019-01-02 16:00:00,2.7504409211780367,279.0947448227058,273.49196793837086,160.368742515804,0.1069322907773304
2019-01-02 17:00:00,2.7504409211780367,279.0947448227058,273.49196793837086,160.368742515804,0.1069322907773304
2019-01-02 18:00:00,2.7504409211780367,279.0947448227058,273.49196793837086,160.368742515804,0.1069322907773304
2019-01-02 19:00:00,2.882130772463235,278.88022565534413,274.2930951015896,169.1857065510882,0.2161472754917653
2019-01-02 20:00:00,2.882130772463235,278.88022565534413,274.2930951015896,169.1857065510882,0.2161472754917653
2019-01-02 21:00:00,2.882130772463235,278.88022565534413,274.2930951015896,169.1857065510882,0.2161472754917653
2019-01-02 22:00:00,2.6844164849423016,277.6782961001212,274.58962825191645,90.39877563164524,0.8530187413514768
2019-01-02 23:00:00,2.6844164849423016,277.6782961001212,274.58962825191645,90.39877563164524,0.8530187413514768
2019-01-03 00:00:00,2.6844164849423016,277.6782961001212,274.58962825191645,90.39877563164524,0.8530187413514768
2019-01-03 01:00:00,3.061533025315797,277.53819079723075,275.0246441415966,0.0,1.009054329494486
