domain,metric_bin,omega,rel_gain_pct,nA,nB
Fitbit,12.834,12.8344,4.369341161736238,3,9
Fitbit,15.831,15.831309999999998,-4.8339560514552655,3,9
Fitbit,445.768,445.76812,0.053517127822398085,3,9
