domain,metric_bin,omega,rel_gain_pct,nA,nB
PEMS,2.993,2.9929399999999995,-9.144091915252462,3,3
PEMS,3.265,3.26483,3.1278149376162068,3,3
PEMS,3.673,3.67348,0.7349777714039855,3,3
