domain,metric_bin,omega,rel_gain_pct,nA,nB
PEMS,2.993,2.99294,0.17190593461779938,3,9
PEMS,3.265,3.26483,-0.4599861509546102,3,9
PEMS,3.673,3.67348,-4.975459802635005,3,9
