domain,metric_bin,omega,rel_gain_pct,nA,nB
PEMS,2.828,2.82836,6.8518129676086055,3,3
PEMS,2.993,2.9929399999999995,8.377999903423643,3,3
PEMS,3.265,3.26483,-3.228806014442593,3,3
PEMS,3.326,3.326,2.473968953048962,3,3
PEMS,3.574,3.57365,10.235923462039636,3,3
PEMS,3.673,3.67348,-0.7404196915519905,3,3
PEMS,3.894,3.89414,7.239379132304549,3,3
PEMS,4.495,4.49514,13.189348715540945,3,3
