domain,metric_bin,omega,rel_gain_pct,nA,nB
UniSynth,1.275,1.27497,-17.168552845865772,3,3
UniSynth,1.376,1.3758799999999998,-33.50175723457215,3,3
UniSynth,1.558,1.55832,-67.35907461713914,3,3
UniSynth,1.586,1.586,-40.223392327452835,3,3
UniSynth,2.745,2.74452,-136.27797408716137,3,3
UniSynth,4.971,4.97051,-151.6143114075678,3,3
UniSynth,9.431,9.43131,-61.23141007986782,3,3
