domain,metric_bin,omega,rel_gain_pct,ci_low,ci_high,nA,nB
Fitbit,0.481,0.48091,4.369341161736222,3.379647721868833,5.078888266341457,1,3
Fitbit,0.565,0.56523,-0.9997185753490899,-2.7305746162519875,1.8948000657287056,1,3
Fitbit,0.616,0.6159599999999998,-4.8339560514552655,-5.526410072678883,-4.413834578769577,1,3
