domain,metric_bin,omega,rel_gain_pct,ci_low,ci_high,nA,nB
Fitbit,0.481,0.48091,-5.059113230911229,,,1,1
Fitbit,0.565,0.56523,-19.083991092626498,,,1,1
Fitbit,0.616,0.6159599999999998,-16.989968266966944,,,1,1
