domain,metric_bin,omega,rel_gain_pct,nA,nB
CarbonCast,0.333,0.33265,32.451654808222145,9,3
CarbonCast,0.534,0.53426,27.94948384999922,9,3
CarbonCast,0.697,0.6969,86.76427548784636,9,3
