domain,metric_bin,omega,rel_gain_pct,nA,nB
Fitbit,0.481,0.48091,-29.352473293786616,3,3
Fitbit,0.565,0.56523,-37.01777132520205,3,3
Fitbit,0.616,0.61596,-19.492989618213226,3,3
