domain,metric_bin,omega,rel_gain_pct,ci_low,ci_high,nA,nB
CarbonCast,0.333,0.33265,5.53692975821982,,,1,1
CarbonCast,0.534,0.53426,28.90065885328372,,,1,1
CarbonCast,0.697,0.6968999999999999,87.64426591447791,,,1,1
