domain,metric_bin,omega,rel_gain_pct,ci_low,ci_high,nA,nB
PEMS,0.388,0.3880100000000001,-3.228806014442593,,,1,1
PEMS,0.463,0.46345000000000003,-0.7404196915519905,,,1,1
PEMS,0.548,0.54759,8.377999903423643,,,1,1
