domain,metric_bin,omega,rel_gain_pct,nA,nB
PEMS,0.47,0.46994,-7.693231589651606,3,9
PEMS,0.548,0.54801,1.5597108458139668,3,9
PEMS,0.571,0.57105,0.5704919258173522,3,9
