domain,metric_bin,omega,rel_gain_pct,nA,nB
Fitbit,0.347,0.34687,-17.174310460225954,3,3
Fitbit,0.357,0.3572,13.740237876260696,3,3
Fitbit,0.421,0.42053,-6.194220398033701,3,3
