domain,metric_bin,omega,rel_gain_pct,nA,nB
Fitbit,0.347,0.34687,4.16968611904456,3,9
Fitbit,0.357,0.3572,2.158611404769001,3,9
Fitbit,0.421,0.42053,-1.8624735731366389,3,9
