domain,metric_bin,omega,rel_gain_pct,nA,nB
Fitbit,0.016,0.01632,18.623407570341865,3,3
Fitbit,0.081,0.08059,-8.274936978190967,3,3
Fitbit,0.218,0.21822,3.432368925600776,3,3
Fitbit,0.334,0.33439,-9.386614494577698,3,3
Fitbit,0.347,0.34687,-2.2942154397033208,3,3
Fitbit,0.378,0.37775,-7.624469747711554,3,3
Fitbit,0.421,0.42053,-20.98906222788993,3,3
Fitbit,0.446,0.44563,-14.777032339756365,3,3
