domain,x_metric,n,pearson_r,r_95ci_low,r_95ci_high,spearman_rho,kendall_tau_b,distance_corr,isotonic_R2,theilsen_slope,theilsen_intercept,q25q75_delta_mean,q25q75_cohens_d,q25_n,q75_n
PEMS,SE,54,0.8396863418306846,0.7378115619819398,0.9041601556144186,0.8352858138291058,0.6986734857637021,0.80082391782333,0.821228370867231,0.6872838787063863,0.09903404875366065,0.11062611111111098,13.409965529198514,18.0,18.0
