domain,comp,x_metric,n,spearman_rho,theilsen_slope,slope_ci_lo,slope_ci_hi,omega_star,omega_star_lo,omega_star_hi
UniSynth,RandInit_minus_DLinear,SE,7,-0.8928571428571428,-0.5407384345740495,-0.740940401317759,-0.17356331696719,0.8326870736752322,0.7327776353010921,1.3516792126989303
