domain,x_metric,n,pearson_r,r_95ci_low,r_95ci_high,spearman_rho,kendall_tau_b,distance_corr,isotonic_R2,theilsen_slope,theilsen_intercept,q25q75_delta_mean,q25q75_cohens_d,q25_n,q75_n
UniSynth,SE,105,0.6819044712634692,0.5639454176708897,0.7725937345928626,0.6695995781623412,0.5116925003132583,0.5114809544411331,0.560771245093803,0.6948686471888041,0.6863344085440708,0.23180066666666677,2.202136756775221,30.0,30.0
