domain,pair,n,theilsen_slope,spearman_rho,pearson_r
CarbonCast,Language Pretrained→Random Init,8,106.00909925343919,0.6428571428571429,0.7608264551196644
Fitbit,Language Pretrained→Random Init,8,-16.864658477477036,-0.3333333333333333,-0.4355270761499368
PEMS,Language Pretrained→Random Init,8,7.73555317427182,0.5238095238095238,0.514054149020937
Synthetic,Language Pretrained→Random Init,7,-0.2781179025833457,0.0,-0.02749984793636946
