domain,pair,n,theilsen_slope,spearman_rho,pearson_r
CarbonCast,Language Pretrained→DLinear,3,225.41478697668663,0.9999999999999998,0.9536907491352783
Fitbit,Language Pretrained→DLinear,3,-47.23266166193864,-0.4999999999999999,-0.47177923644161474
PEMS,Language Pretrained→DLinear,3,72.73346232526781,0.9999999999999998,0.9590702804258091
Synthetic,Language Pretrained→DLinear,7,100.96937572798134,0.7857142857142856,0.8678797937910862
