domain,metric_bin,omega,rel_gain_pct,nA,nB
UniSynth,-0.028,-0.02782,-11.332613545494405,3,3
UniSynth,0.003,0.00301,-11.761526769126835,3,3
UniSynth,0.025,0.02517,-6.329850263923292,3,3
UniSynth,0.033,0.0328,-35.77391185350541,3,3
UniSynth,0.047,0.04668,-42.301671574476444,3,3
UniSynth,0.075,0.07461,-25.23681043518769,3,3
UniSynth,0.082,0.08226,-19.94454789985516,3,3
