domain,metric_bin,omega,rel_gain_pct,nA,nB
Fitbit,0.021,0.0207,5.832916683051796,3,3
Fitbit,0.026,0.02576,21.88013765074697,3,3
Fitbit,0.03,0.03001,14.657061255807994,3,3
