domain,metric_bin,omega,rel_gain_pct,nA,nB
Fitbit,0.356,0.35619,-4.8339560514552655,3,9
Fitbit,0.405,0.40492,-0.9997185753490899,3,9
Fitbit,0.491,0.49107999999999996,4.369341161736238,3,9
