domain,metric_bin,omega,rel_gain_pct,nA,nB
UniSynth,0.27,0.26986,-136.27797408716137,3,3
UniSynth,0.276,0.27642,-61.23141007986782,3,3
UniSynth,0.314,0.314,-151.6143114075678,3,3
UniSynth,0.474,0.47353,-67.35907461713914,3,3
UniSynth,0.537,0.53706,-33.50175723457215,3,3
UniSynth,0.587,0.58736,-40.223392327452835,3,3
UniSynth,0.684,0.68372,-17.168552845865772,3,3
