domain,metric_bin,omega,rel_gain_pct,nA,nB
Fitbit,0.356,0.35619,-16.989968266966944,3,3
Fitbit,0.405,0.40492,-19.083991092626498,3,3
Fitbit,0.491,0.49108,-5.059113230911229,3,3
