domain,metric_bin,omega,rel_gain_pct,nA,nB
Fitbit,0.356,0.35619,16.31308219879209,3,3
Fitbit,0.405,0.40492,27.016766487423713,3,3
Fitbit,0.491,0.49108,22.691853156236903,3,3
