domain,metric_bin,omega,rel_gain_pct,nA,nB
UniSynth,0.27,0.26986,57.37783990235066,9,3
UniSynth,0.276,0.27642,30.171678118552062,9,3
UniSynth,0.314,0.314,65.26765859378158,9,3
UniSynth,0.474,0.47353,43.12029097798359,9,3
UniSynth,0.537,0.53706,23.527329464847345,9,3
UniSynth,0.587,0.58736,28.31567595431237,9,3
UniSynth,0.684,0.68372,13.950350421234429,9,3
