domain,metric_bin,omega,rel_gain_pct,nA,nB
Fitbit,0.347,0.34687,4.369341161736238,3,9
Fitbit,0.357,0.3572,0.053517127822398085,3,9
Fitbit,0.421,0.42053,-4.8339560514552655,3,9
