domain,x_metric,n,pearson_r,r_95ci_low,r_95ci_high,spearman_rho,kendall_tau_b,distance_corr,isotonic_R2,theilsen_slope,theilsen_intercept,q25q75_delta_mean,q25q75_cohens_d,q25_n,q75_n
PEMS,SNR,54,0.05070526889150025,-0.2200427772319647,0.3141999702162,0.2561155108604924,0.14923122996894608,0.3300999193949415,0.3368510865690364,0.041415640520762895,0.2974729728597879,0.020112222222222143,0.7181026950314011,18.0,18.0
