domain,x_metric,n,pearson_r,r_95ci_low,r_95ci_high,spearman_rho,kendall_tau_b,distance_corr,isotonic_R2,theilsen_slope,theilsen_intercept,q25q75_delta_mean,q25q75_cohens_d,q25_n,q75_n
Fitbit,SNR,45,0.45084393963020086,0.18130334749664562,0.6573813306566106,-0.020956487115397715,-0.008563051506538358,0.2376679510407016,0.12732912098686688,-6.652288484251108e-06,0.7151153781313223,0.012288666666666725,0.23444733214361582,15.0,15.0
