domain,comp,x_metric,n,spearman_rho,theilsen_slope,slope_ci_lo,slope_ci_hi,omega_star,omega_star_lo,omega_star_hi
PEMS,RandInit_minus_DLinear,SNR,3,0.4999999999999999,0.09870266422416187,,,2.785965962880868,,
