domain,metric_bin,omega,rel_gain_pct,nA,nB
Fitbit,0.012,0.01249,-3.0657662887931445,3,9
Fitbit,0.021,0.0207,-4.8339560514552655,3,9
Fitbit,0.026,0.02597,-2.2899561876551333,6,18
Fitbit,0.027,0.02699,4.626730109669632,3,9
Fitbit,0.03,0.03001,4.369341161736238,3,9
Fitbit,0.033,0.03276,1.8725439524829075,3,9
Fitbit,0.064,0.06394,8.938952103226779,3,9
