domain,metric_bin,omega,rel_gain_pct,nA,nB
Fitbit,0.012,0.01249,5.587129892749109,3,3
Fitbit,0.021,0.0207,16.31308219879209,3,3
Fitbit,0.026,0.025970000000000003,21.250793421439663,6,6
Fitbit,0.027,0.02699,23.52759363943227,3,3
Fitbit,0.03,0.03001,22.691853156236903,3,3
Fitbit,0.033,0.03276,4.123391006866661,3,3
Fitbit,0.064,0.06394,-37.8209160043456,3,3
