domain,metric_bin,omega,rel_gain_pct,nA,nB
CarbonCast,0.04,0.03963,-42.692718862087034,3,9
CarbonCast,0.061,0.061,7.800306028931431,3,9
CarbonCast,0.09,0.09013333333333334,-26.984169843416712,9,27
CarbonCast,0.105,0.10469,-3.7923343730901427,3,9
CarbonCast,0.13,0.13049,-23.217129618697523,3,9
CarbonCast,0.196,0.1955,6.648600352957669,3,9
