domain,metric_bin,omega,rel_gain_pct,nA,nB
CarbonCast,0.304,0.30375,6.103631616691319,3,9
CarbonCast,0.371,0.37145,-6.199788173904047,3,9
CarbonCast,0.464,0.46377,1.532402197656735,3,9
CarbonCast,0.477,0.47717,-3.4275147292822536,3,9
CarbonCast,0.488,0.48811000000000004,2.7120658715458448,3,9
CarbonCast,0.498,0.49832999999999994,-1.7840754787657476,3,9
CarbonCast,0.664,0.66366,-10.009641724650447,3,9
CarbonCast,0.765,0.76473,-18.023662563414195,3,9
