domain,metric_bin,omega,rel_gain_pct,nA,nB
CarbonCast,0.304,0.30375,75.03655707946753,3,3
CarbonCast,0.464,0.46377,8.83291777910167,3,3
CarbonCast,0.664,0.66366,1.384649121280382,3,3
