domain,metric_bin,omega,rel_gain_pct,nA,nB
UniSynth,0.27,0.26986,28.65695715536608,9,3
UniSynth,0.276,0.27642,21.364472976256046,9,3
UniSynth,0.314,0.314,33.78890961276418,9,3
UniSynth,0.474,0.47353,19.295585553692735,9,3
UniSynth,0.537,0.53706,11.96769522178312,9,3
UniSynth,0.587,0.58736,11.018443748183062,9,3
UniSynth,0.684,0.68372,6.922858026836964,9,3
