time_step,solar_actual,solar_pred
143,0.14620889723300934,
144,-0.516451895236969,
145,-0.820018470287323,
146,-0.820018470287323,
147,-0.820018470287323,
148,-0.820018470287323,
149,-0.820018470287323,
150,-0.820018470287323,
151,-0.820018470287323,
152,-0.820018470287323,
153,-0.820018470287323,
154,-0.820018470287323,
155,-0.820018470287323,
156,-0.820018470287323,
157,-0.820018470287323,
158,-0.820018470287323,
159,-0.8053334951400757,
160,-0.4423385262489319,
161,0.08150309324264526,
162,0.35914146900177,
163,0.6214064359664917,
164,0.6528415679931641,
165,0.7303966879844666,
166,0.7781229615211487,
167,0.46262484788894653,
168,-0.43293094635009766,
169,-0.820018470287323,
170,-0.820018470287323,
171,-0.820018470287323,
172,-0.820018470287323,
173,-0.820018470287323,
174,-0.820018470287323,
175,-0.820018470287323,
176,-0.820018470287323,
177,-0.820018470287323,
178,-0.820018470287323,
179,-0.820018470287323,
180,-0.820018470287323,
181,-0.820018470287323,
182,-0.820018470287323,
183,-0.7895011901855469,
184,-0.33633115887641907,
185,0.1592877209186554,
186,0.467213898897171,
187,0.5486698150634766,
188,0.5259539484977722,
189,0.494977742433548,
190,0.3804806172847748,
191,0.023910345509648323,
192,-0.5981372594833374,
193,-0.820018470287323,
194,-0.820018470287323,
195,-0.820018470287323,
196,-0.820018470287323,
197,-0.820018470287323,
198,-0.820018470287323,
199,-0.820018470287323,
200,-0.820018470287323,
201,-0.820018470287323,
202,-0.820018470287323,
203,-0.820018470287323,
204,-0.820018470287323,
205,-0.820018470287323,
206,-0.820018470287323,
207,-0.8069396615028381,
208,-0.23353613913059235,
209,0.31944605708122253,
210,0.47799819707870483,
211,0.5135634541511536,
212,0.5190703272819519,
213,0.4942893981933594,
214,0.4080149829387665,
215,-0.03001115284860134,
216,-0.5529349446296692,
217,-0.820018470287323,
218,-0.820018470287323,
219,-0.820018470287323,
220,-0.820018470287323,
221,-0.820018470287323,
222,-0.820018470287323,
223,-0.820018470287323,
224,-0.820018470287323,
225,-0.820018470287323,
226,-0.820018470287323,
227,-0.820018470287323,
228,-0.820018470287323,
229,-0.820018470287323,
230,-0.820018470287323,
231,-0.8126760125160217,
232,-0.20990245044231415,
233,0.4080149829387665,
234,0.6789991855621338,
235,0.7303966879844666,
236,0.8070340752601624,
237,0.8595788478851318,
238,0.8125409483909607,
239,0.49268320202827454,
240,-0.3647833466529846,
241,-0.820018470287323,
242,-0.820018470287323,
243,-0.820018470287323,
244,-0.820018470287323,
245,-0.820018470287323,
246,-0.820018470287323,
247,-0.820018470287323,
248,-0.820018470287323,
249,-0.820018470287323,
250,-0.820018470287323,
251,-0.820018470287323,
252,-0.820018470287323,
253,-0.820018470287323,
254,-0.820018470287323,
255,-0.7904190421104431,
256,-0.4031020402908325,
257,0.10330115258693695,
258,0.40755608677864075,
259,0.5062209367752075,
260,0.4890119731426239,
261,0.4148985743522644,
262,0.1764967143535614,
263,-0.05089139565825462,
264,-0.42283502221107483,
265,-0.820018470287323,
266,-0.820018470287323,
267,-0.820018470287323,
268,-0.820018470287323,
269,-0.820018470287323,
270,-0.820018470287323,
271,-0.820018470287323,
272,-0.820018470287323,
273,-0.820018470287323,
274,-0.820018470287323,
275,-0.820018470287323,
276,-0.820018470287323,
277,-0.820018470287323,
278,-0.820018470287323,
279,-0.8099225163459778,
280,-0.6268188953399658,
281,-0.2957179546356201,
282,0.18315085768699646,
283,0.13290061056613922,
284,0.2795211970806122,
285,0.06865371763706207,
286,0.030793940648436546,
287,-0.16653579473495483,
288,-0.6102982759475708,
289,-0.8140527009963989,
290,-0.8138232231140137,
291,-0.820018470287323,
292,-0.820018470287323,
293,-0.820018470287323,
294,-0.820018470287323,
295,-0.820018470287323,
296,-0.820018470287323,
297,-0.820018470287323,
298,-0.820018470287323,
299,-0.820018470287323,
300,-0.820018470287323,
301,-0.820018470287323,
302,-0.820018470287323,
303,-0.7934018969535828,
304,-0.09494640678167343,
305,0.662708044052124,
306,0.7728455662727356,
307,0.7645852565765381,
308,0.5980022549629211,
309,0.5899713635444641,
310,0.36464834213256836,
311,-0.06649421155452728,
312,-0.6063975691795349,
313,-0.7938607931137085,
314,-0.820018470287323,
315,-0.820018470287323,
316,-0.820018470287323,
317,-0.820018470287323,
318,-0.820018470287323,
319,-0.820018470287323,
320,-0.820018470287323,
321,-0.820018470287323,
322,-0.820018470287323,
323,-0.820018470287323,
324,-0.820018470287323,
325,-0.820018470287323,
326,-0.820018470287323,
327,-0.8138232231140137,
328,-0.6330141425132751,
329,-0.4414207339286804,
330,-0.3891054093837738,
331,-0.3551463186740875,
332,-0.43430766463279724,
333,-0.47629761695861816,
334,-0.5664727091789246,
335,-0.6121339201927185,
336,-0.7617373466491699,
337,-0.820018470287323,
338,-0.820018470287323,
339,-0.820018470287323,
340,-0.820018470287323,
341,-0.820018470287323,
342,-0.820018470287323,
343,-0.820018470287323,
344,-0.820018470287323,
345,-0.820018470287323,
346,-0.820018470287323,
347,-0.820018470287323,
348,-0.820018470287323,
349,-0.820018470287323,
350,-0.820018470287323,
351,-0.820018470287323,
352,-0.7374153137207031,
353,-0.6100687980651855,
354,-0.4480748772621155,
355,-0.4723969101905823,
356,-0.39392390847206116,
357,-0.3042077124118805,
358,-0.3315126299858093,
359,-0.47836267948150635,
360,-0.6669732332229614,
361,-0.820018470287323,
362,-0.820018470287323,
363,-0.820018470287323,
364,-0.820018470287323,
365,-0.820018470287323,
366,-0.820018470287323,
367,-0.820018470287323,
368,-0.820018470287323,
369,-0.820018470287323,
370,-0.820018470287323,
371,-0.820018470287323,
372,-0.820018470287323,
373,-0.820018470287323,
374,-0.820018470287323,
375,-0.8092342019081116,
376,-0.3969067931175232,
377,-0.0740661695599556,
378,0.10834912210702896,
379,0.1937057077884674,
380,0.2148153930902481,
381,0.1349656879901886,
382,0.054886527359485626,
383,-0.2050839364528656,
384,-0.6268188953399658,
385,-0.820018470287323,
386,-0.820018470287323,
387,-0.820018470287323,
388,-0.820018470287323,
389,-0.820018470287323,
390,-0.820018470287323,
391,-0.820018470287323,
392,-0.820018470287323,
393,-0.820018470287323,
394,-0.820018470287323,
395,-0.820018470287323,
396,-0.820018470287323,
397,-0.820018470287323,
398,-0.820018470287323,
399,-0.7938607931137085,
400,-0.6392093896865845,
401,-0.38681086897850037,
402,-0.14381994307041168,
403,-0.2197689414024353,
404,-0.24615605175495148,
405,-0.2709369957447052,
406,-0.3822217881679535,
407,-0.5992845296859741,
408,-0.6821171045303345,
409,-0.820018470287323,
410,-0.820018470287323,
411,-0.820018470287323,
412,-0.820018470287323,
413,-0.820018470287323,
414,-0.820018470287323,
415,-0.820018470287323,
416,-0.820018470287323,
417,-0.820018470287323,
418,-0.820018470287323,
419,-0.820018470287323,
420,-0.820018470287323,
421,-0.820018470287323,
422,-0.820018470287323,
423,-0.7911073565483093,
424,-0.14427883923053741,
425,0.30453160405158997,
426,0.40113139152526855,
427,0.6746395826339722,
428,0.7003383636474609,
429,0.6886362433433533,
430,0.6365503668785095,
431,0.5131045579910278,
432,-0.29732412099838257,
433,-0.8007444143295288,
434,-0.8177239298820496,
435,-0.820018470287323,
436,-0.820018470287323,
437,-0.820018470287323,
438,-0.820018470287323,
439,-0.820018470287323,
440,-0.820018470287323,
441,-0.820018470287323,
442,-0.820018470287323,
443,-0.820018470287323,
444,-0.820018470287323,
445,-0.820018470287323,
446,-0.820018470287323,
447,-0.7835354208946228,
448,-0.1546042412519455,
449,0.6413688659667969,
450,0.8887194395065308,
451,0.9722403883934021,
452,0.9830246567726135,
453,0.9465416073799133,
454,0.9944973587989807,
455,0.7120404839515686,
456,-0.1757139265537262,
457,-0.7681620717048645,
458,-0.820018470287323,
459,-0.820018470287323,
460,-0.820018470287323,
461,-0.820018470287323,
462,-0.820018470287323,
463,-0.820018470287323,
464,-0.820018470287323,
465,-0.820018470287323,
466,-0.820018470287323,
467,-0.820018470287323,
468,-0.820018470287323,
469,-0.820018470287323,
470,-0.820018470287323,
471,-0.7775696516036987,
472,-0.32118725776672363,
473,0.043643321841955185,
474,0.2512984573841095,
475,0.43371373414993286,
476,0.542245090007782,
477,0.5541766881942749,
478,0.04960910230875015,
479,-0.14060759544372559,
480,-0.46115368604660034,
481,-0.820018470287323,
482,-0.820018470287323,
483,-0.820018470287323,
484,-0.820018470287323,
485,-0.820018470287323,
486,-0.820018470287323,
487,-0.820018470287323,
488,-0.820018470287323,
489,-0.820018470287323,
490,-0.820018470287323,
491,-0.820018470287323,
492,-0.820018470287323,
493,-0.820018470287323,
494,-0.820018470287323,
495,-0.8057923913002014,
496,-0.2018715888261795,
497,0.6124577522277832,
498,0.6978143453598022,
499,0.9256613850593567,
500,0.8770173192024231,
501,0.7964792251586914,
502,0.6966670751571655,
503,0.5277895331382751,
504,-0.16240563988685608,
505,-0.77504563331604,
506,-0.820018470287323,
507,-0.820018470287323,
508,-0.820018470287323,
509,-0.820018470287323,
510,-0.820018470287323,
511,-0.820018470287323,
512,-0.820018470287323,-0.870378851890564
513,-0.820018470287323,-0.8680790662765503
514,-0.820018470287323,-0.8358820080757141
515,-0.820018470287323,-0.7829868793487549
516,-0.820018470287323,-0.7691881656646729
517,-0.820018470287323,-0.7737877368927002
518,-0.820018470287323,-0.7277920246124268
519,-0.7748162150382996,-0.5208110809326172
520,0.0633762925863266,-0.13444676995277405
521,0.7983148694038391,0.2496178150177002
522,0.931168258190155,0.48419612646102905
523,0.8962913751602173,0.5899863839149475
524,0.8816063404083252,0.6175838112831116
525,0.9557197690010071,0.5669885277748108
526,0.8584315776824951,0.37840592861175537
527,0.7813353538513184,0.05643564462661743
528,0.08081473410129547,-0.3408527076244354
529,-0.7915663123130798,-0.6495991945266724
530,-0.820018470287323,-0.8013851642608643
531,-0.820018470287323,-0.8266828656196594
532,-0.820018470287323,-0.8220832943916321
533,-0.820018470287323,-0.8059847354888916
534,-0.820018470287323,-0.810584306716919
535,-0.820018470287323,-0.8243830800056458
536,-0.820018470287323,-0.8243830800056458
537,-0.820018470287323,-0.8220832943916321
538,-0.820018470287323,-0.7990853786468506
539,-0.820018470287323,-0.7737877368927002
540,-0.820018470287323,-0.7829868793487549
541,-0.820018470287323,-0.8082845211029053
542,-0.820018470287323,-0.7760875225067139
543,-0.7686209678649902,-0.5840552449226379
544,0.016797296702861786,-0.21838900446891785
545,0.8329622745513916,0.15762627124786377
546,1.061497688293457,0.37840592861175537
547,1.0504839420318604,0.48419612646102905
548,1.1092239618301392,0.5163931846618652
549,1.1250561475753784,0.47499698400497437
550,1.0279974937438965,0.300213098526001
551,0.7255781888961792,0.0012407302856445312
552,0.06750645488500595,-0.38052403926849365
553,-0.7720627784729004,-0.6760467290878296
554,-0.820018470287323,-0.7921860218048096
555,-0.820018470287323,-0.8197834491729736
556,-0.820018470287323,-0.8082845211029053
557,-0.820018470287323,-0.7829868793487549
558,-0.820018470287323,-0.7829868793487549
559,-0.820018470287323,-0.7944858074188232
560,-0.820018470287323,-0.8059847354888916
561,-0.820018470287323,-0.8128840923309326
562,-0.820018470287323,-0.7898862361907959
563,-0.820018470287323,-0.7714879512786865
564,-0.820018470287323,-0.7806870937347412
565,-0.820018470287323,-0.81748366355896
566,-0.820018470287323,-0.7967855930328369
567,-0.758525013923645,-0.6139525175094604
568,0.06131121516227722,-0.255185604095459
569,0.9043222069740295,0.113930344581604
570,1.107617735862732,0.34160929918289185
571,1.053466796875,0.4473995566368103
572,1.1050937175750732,0.49339526891708374
573,1.083984136581421,0.4473995566368103
574,1.046812653541565,0.2818148136138916
575,0.8010683059692383,-0.021757155656814575
576,0.03102339431643486,-0.39029812812805176
577,-0.7484291195869446,-0.6748968362808228
578,-0.820018470287323,-0.7990853786468506
579,-0.820018470287323,-0.81748366355896
580,-0.820018470287323,-0.7990853786468506
581,-0.820018470287323,-0.7852866649627686
582,-0.820018470287323,-0.7875864505767822
583,-0.820018470287323,-0.7944858074188232
584,-0.820018470287323,-0.8059847354888916
585,-0.820018470287323,-0.8059847354888916
586,-0.820018470287323,-0.7921860218048096
587,-0.820018470287323,-0.7645885944366455
588,-0.820018470287323,-0.7760875225067139
589,-0.820018470287323,-0.8082845211029053
590,-0.820018470287323,-0.7691881656646729
591,-0.7257132530212402,-0.586929976940155
592,0.1049073189496994,-0.22528837621212006
593,0.8405342698097229,0.15302670001983643
594,0.9759116172790527,0.39680421352386475
595,0.9784356355667114,0.5071940422058105
596,1.0117063522338867,0.553189754486084
597,0.9910555481910706,0.4979948401451111
598,1.0234084129333496,0.3370097279548645
599,0.9213017821311951,0.026538372039794922
600,0.08425653725862503,-0.35407647490501404
601,-0.7507236003875732,-0.644999623298645
602,-0.7917957305908203,-0.7760875225067139
603,-0.820018470287323,-0.7921860218048096
604,-0.820018470287323,-0.7852866649627686
605,-0.820018470287323,-0.7737877368927002
606,-0.820018470287323,-0.7760875225067139
607,-0.820018470287323,-0.7875864505767822
