time_step,nat_gas_actual,nat_gas_pred
229,-0.433187335729599,
230,-0.653765082359314,
231,-0.8107084631919861,
232,-0.9252288937568665,
233,-1.1088472604751587,
234,-1.145485281944275,
235,-1.2639695405960083,
236,-1.2379372119903564,
237,-1.1405574083328247,
238,-0.8818418383598328,
239,-0.6655492186546326,
240,-0.6664062738418579,
241,-0.6896531581878662,
242,-0.766464352607727,
243,-1.1249165534973145,
244,-1.3254612684249878,
245,-1.3519220352172852,
246,-1.6866989135742188,
247,-1.6651660203933716,
248,-1.636562705039978,
249,-1.6283137798309326,
250,-1.398522973060608,
251,-0.9918628931045532,
252,-0.6942597031593323,
253,-0.6799044609069824,
254,-0.9487972259521484,
255,-1.092885136604309,
256,-1.23086678981781,
257,-1.343887448310852,
258,-1.4241267442703247,
259,-1.433018445968628,
260,-1.3709909915924072,
261,-1.2895731925964355,
262,-1.0181094408035278,
263,-0.8614873886108398,
264,-0.9150516986846924,
265,-1.002361536026001,
266,-1.0965274572372437,
267,-1.3107846975326538,
268,-1.477155327796936,
269,-1.5885690450668335,
270,-1.6164225339889526,
271,-1.688091516494751,
272,-1.700089931488037,
273,-1.6374197006225586,
274,-1.575499415397644,
275,-1.4805834293365479,
276,-1.3394951820373535,
277,-1.2761821746826172,
278,-1.2508997917175293,
279,-1.1452710628509521,
280,-1.1586620807647705,
281,-1.2327951192855835,
282,-1.2491858005523682,
283,-1.2528281211853027,
284,-1.208691120147705,
285,-1.1349866390228271,
286,-0.9424766302108765,
287,-0.9130162596702576,
288,-0.9813643097877502,
289,-1.0235729217529297,
290,-1.139593243598938,
291,-1.2999646663665771,
292,-1.4791908264160156,
293,-1.581498622894287,
294,-1.7100528478622437,
295,-1.7577251195907593,
296,-1.7800078392028809,
297,-1.7658668756484985,
298,-1.7265506982803345,
299,-1.6354913711547852,
300,-1.5444321632385254,
301,-1.374419093132019,
302,-1.2733968496322632,
303,-1.190372109413147,
304,-1.1659468412399292,
305,-1.113882303237915,
306,-1.1418429613113403,
307,-1.1640185117721558,
308,-1.123738169670105,
309,-1.068674087524414,
310,-0.792389452457428,
311,-0.6296611428260803,
312,-0.7316475510597229,
313,-0.8029952049255371,
314,-0.9492257237434387,
315,-1.2035490274429321,
316,-1.3714194297790527,
317,-1.6288493871688843,
318,-1.5630724430084229,
319,-1.4880825281143188,
320,-1.474370002746582,
321,-1.3605995178222656,
322,-1.0799225568771362,
323,-0.7702138423919678,
324,-0.48085954785346985,
325,-0.4044768810272217,
326,-0.3939782679080963,
327,-0.4757173955440521,
328,-0.5363521575927734,
329,-0.6620140075683594,
330,-0.7520020008087158,
331,-0.8071731925010681,
332,-0.8322412967681885,
333,-0.6789402961730957,
334,-0.43050912022590637,
335,-0.2379990667104721,
336,-0.26735228300094604,
337,-0.3088110387325287,
338,-0.5677408576011658,
339,-0.8139223456382751,
340,-1.0656745433807373,
341,-1.493331789970398,
342,-1.273289680480957,
343,-1.2815386056900024,
344,-1.282716989517212,
345,-1.2444721460342407,
346,-1.0273224115371704,
347,-0.7010087966918945,
348,-0.36848166584968567,
349,-0.33762863278388977,
350,-0.5660268068313599,
351,-0.6047002077102661,
352,-0.7858546376228333,
353,-0.9343348145484924,
354,-1.0056824684143066,
355,-1.0819580554962158,
356,-1.1010268926620483,
357,-0.9110879302024841,
358,-0.7047582864761353,
359,-0.4779670834541321,
360,-0.5346381068229675,
361,-0.6024504899978638,
362,-0.756287157535553,
363,-1.1197744607925415,
364,-1.2421152591705322,
365,-1.1923004388809204,
366,-1.2460789680480957,
367,-1.2151188850402832,
368,-1.2938584089279175,
369,-1.2548635005950928,
370,-1.0400707721710205,
371,-0.6370530128479004,
372,-0.35809019207954407,
373,-0.28470712900161743,
374,-0.5374234318733215,
375,-0.6472302675247192,
376,-0.7018657922744751,
377,-0.7861760258674622,
378,-0.8655582666397095,
379,-0.8603090047836304,
380,-0.8641656041145325,
381,-0.7649645805358887,
382,-0.6215193867683411,
383,-0.44379305839538574,
384,-0.49017974734306335,
385,-0.5472792983055115,
386,-0.8218498229980469,
387,-1.166589617729187,
388,-1.2865736484527588,
389,-1.2236891984939575,
390,-1.4706205129623413,
391,-1.5051159858703613,
392,-1.492903232574463,
393,-1.3014644384384155,
394,-1.1988352537155151,
395,-0.8439183235168457,
396,-0.5187830924987793,
397,-0.46703997254371643,
398,-0.540744423866272,
399,-0.5140694379806519,
400,-0.5386018753051758,
401,-0.582203209400177,
402,-0.6908316016197205,
403,-0.6673704385757446,
404,-0.7228630185127258,
405,-0.6239833235740662,
406,-0.4952147901058197,
407,-0.3499484360218048,
408,-0.4217245876789093,
409,-0.5539212226867676,
410,-0.710328996181488,
411,-1.0469269752502441,
412,-1.264933705329895,
413,-1.4641928672790527,
414,-1.5581445693969727,
415,-1.5072585344314575,
416,-1.5773205757141113,
417,-1.4634429216384888,
418,-1.4379463195800781,
419,-1.0820651054382324,
420,-0.7591795921325684,
421,-0.7423604130744934,
422,-0.7999956011772156,
423,-0.8217427134513855,
424,-0.821528434753418,
425,-0.9541536569595337,
426,-0.998826265335083,
427,-1.0541045665740967,
428,-1.1882295608520508,
429,-1.1930503845214844,
430,-0.9588673114776611,
431,-0.8163862824440002,
432,-0.9394770264625549,
433,-1.0285009145736694,
434,-1.197871208190918,
435,-1.4809048175811768,
436,-1.6826280355453491,
437,-1.3428161144256592,
438,-1.8145033121109009,
439,-1.8845653533935547,
440,-1.9219532012939453,
441,-1.9150969982147217,
442,-1.896349549293518,
443,-1.8867079019546509,
444,-1.7339426279067993,
445,-1.6180294752120972,
446,-1.5388613939285278,
447,-1.4942959547042847,
448,-1.569500207901001,
449,-1.622207522392273,
450,-1.57474946975708,
451,-1.66463041305542,
452,-1.612351655960083,
453,-1.5615726709365845,
454,-1.4942959547042847,
455,-1.448123574256897,
456,-1.5346834659576416,
457,-1.5840697288513184,
458,-1.7239795923233032,
459,-1.9070624113082886,
460,-2.0120484828948975,
461,-1.6563814878463745,
462,-2.0507218837738037,
463,-2.072361707687378,
464,-2.0246894359588623,
465,-1.9928723573684692,
466,-1.941129207611084,
467,-1.9460572004318237,
468,-1.8568190336227417,
469,-1.7389776706695557,
470,-1.638919472694397,
471,-1.6680585145950317,
472,-1.6637732982635498,
473,-1.630563497543335,
474,-1.6518820524215698,
475,-1.6363484859466553,
476,-1.6759860515594482,
477,-1.483154535293579,
478,-1.178480863571167,
479,-1.0035399198532104,
480,-1.029786467552185,
481,-1.001932978630066,
482,-0.9809357523918152,
483,-1.1106685400009155,
484,-1.191550612449646,
485,-2.068290948867798,
486,-1.4167348146438599,
487,-1.328032374382019,
488,-1.2744680643081665,
489,-1.1860870122909546,
490,-0.9750437140464783,
491,-0.632339358329773,
492,-0.5255321860313416,
493,-0.3350575566291809,
494,-0.3457704186439514,
495,-0.4686468839645386,
496,-0.5468507409095764,
497,-0.68011873960495,
498,-0.8488462567329407,
499,-1.0176808834075928,
500,-0.9964694380760193,
501,-0.9010178446769714,
502,-0.6773333549499512,
503,-0.24421252310276031,
504,-0.32895123958587646,
505,-0.2979910671710968,
506,-0.43340158462524414,
507,-0.8091015219688416,
508,-1.2063343524932861,
509,-1.3781685829162598,
510,-1.3818109035491943,
511,-1.3682055473327637,
512,-1.3054282665252686,-1.3387000560760498
513,-1.2105122804641724,-1.2346675395965576
514,-1.1134538650512695,-1.1089811325073242
515,-0.7595009803771973,-0.9206869602203369
516,-0.5700976848602295,-0.7832322120666504
517,-0.4511849284172058,-0.7267439961433411
518,-0.682904064655304,-0.76628577709198
519,-0.9790074825286865,-0.8265398740768433
520,-1.0764944553375244,-0.9602288007736206
521,-1.2688974142074585,-1.0741467475891113
522,-1.3597424030303955,-1.1268690824508667
523,-1.3910239934921265,-1.1268690824508667
524,-1.368098497390747,-1.0600247383117676
525,-1.2558276653289795,-0.9677605628967285
526,-0.9534037113189697,-0.8077104687690735
527,-0.8063161969184875,-0.6589580774307251
528,-0.8695220351219177,-0.602469801902771
529,-0.9046602249145508,-0.606235682964325
530,-1.2075127363204956,-0.7568710446357727
531,-1.4717988967895508,-0.948931097984314
532,-1.5888904333114624,-1.1080397367477417
533,-1.1970140933990479,-1.3029241561889648
534,-1.6669871807098389,-1.4064860343933105
535,-1.6732007265090942,-1.4046030044555664
536,-1.6655945777893066,-1.3467025756835938
537,-1.60838782787323,-1.1993623971939087
538,-1.4465166330337524,-1.0082437992095947
539,-1.2544350624084473,-0.8114763498306274
540,-0.9297283291816711,-0.662723958492279
541,-1.0584968328475952,-0.606235682964325
542,-1.1162391901016235,-0.5610451102256775
543,-1.1045621633529663,-0.6438945531845093
544,-1.0190736055374146,-0.730509877204895
545,-1.047248363494873,-0.8095934391021729
546,-1.0424275398254395,-0.8943257927894592
547,-1.0208947658538818,-0.8980916738510132
548,-1.024108648300171,-0.8246569633483887
549,-0.9654021263122559,-0.7192121744155884
550,-0.830634355545044,-0.6100015640258789
551,-0.745038628578186,-0.4932591915130615
552,-0.7894970178604126,-0.41794151067733765
553,-0.8024595379829407,-0.45183444023132324
554,-1.020251989364624,-0.5422156453132629
555,-1.3896312713623047,-0.7531051635742188
556,-1.7627601623535156,-0.9451652765274048
557,-1.6131014823913574,-1.121220350265503
558,-1.84353506565094,-1.244964838027954
559,-1.8291798830032349,-1.2702081203460693
560,-1.8286442756652832,-1.2214869260787964
561,-1.6873416900634766,-1.0732052326202393
562,-1.4737272262573242,-0.8792622685432434
563,-1.1659468412399292,-0.6815533638000488
564,-0.8575236201286316,-0.5045568346977234
565,-0.9021962881088257,-0.4480685591697693
566,-0.8864483833312988,-0.43300503492355347
567,-0.8905192613601685,-0.5685768723487854
568,-0.8718788623809814,-0.670255720615387
569,-0.9261930584907532,-0.794529914855957
570,-0.9277999997138977,-0.8547840118408203
571,-0.9513682723045349,-0.8604328632354736
572,-1.0118958950042725,-0.8227740526199341
573,-0.9430122375488281,-0.7154462933540344
574,-0.7259697318077087,-0.6401286125183105
575,-0.6725125908851624,-0.5083227157592773
576,-0.6624425053596497,-0.41040974855422974
577,-0.7413962483406067,-0.45183444023132324
578,-0.870700478553772,-0.5459815263748169
579,-1.14794921875,-0.7267439961433411
580,-1.3166767358779907,-0.948931097984314
581,-1.8378572463989258,-1.1315765380859375
582,-1.3829892873764038,-1.2807996273040771
583,-1.3359599113464355,-1.277033805847168
584,-1.3128200769424438,-1.2131314277648926
585,-1.3615636825561523,-1.1221617460250854
586,-1.1305943727493286,-0.9564628601074219
587,-0.785426139831543,-0.7869981527328491
588,-0.6060928702354431,-0.666489839553833
589,-0.5638841986656189,-0.5949380397796631
590,-0.6000936627388,-0.6212992072105408
591,-0.9339063167572021,-0.6853192448616028
592,-1.0642818212509155,-0.8472522497177124
593,-1.1060619354248047,-0.9621117115020752
594,-1.104776382446289,-1.0656734704971313
595,-1.2255103588104248,-1.0750882625579834
596,-1.2123335599899292,-1.0317806005477905
597,-1.1323084831237793,-0.948931097984314
598,-0.9466546177864075,-0.8623157739639282
599,-0.7627148628234863,-0.7267439961433411
600,-0.7457885146141052,-0.6740216016769409
601,-0.8191716074943542,-0.6928510069847107
602,-0.8702719211578369,-0.8641987442970276
603,-1.0433917045593262,-1.0383708477020264
604,-1.2470431327819824,-1.3151633739471436
605,-1.3609209060668945,-1.5138137340545654
606,-1.425626516342163,-1.6813955307006836
607,-1.4134138822555542,-1.7322349548339844
