time_step,hr_actual,hr_pred
0,-0.45718246698379517,
1,-0.4555565416812897,
2,-0.4539306163787842,
3,-0.4523046910762787,
4,-0.4506787657737732,
5,-0.4490528106689453,
6,-0.4474268853664398,
7,-0.4458009600639343,
8,-0.44417503476142883,
9,-0.44254910945892334,
10,-0.44092318415641785,
11,-0.43929722905158997,
12,-0.4376713037490845,
13,-0.436045378446579,
14,-0.4344194531440735,
15,-0.432793527841568,
16,-0.4311675727367401,
17,-0.4295416474342346,
18,-0.4279157221317291,
19,-0.42628979682922363,
20,-0.42466387152671814,
21,-0.42303791642189026,
22,-0.42141199111938477,
23,-0.4197860658168793,
24,-0.4181601405143738,
25,-0.4165342152118683,
26,-0.4149082899093628,
27,-0.4132823348045349,
28,-0.4116564095020294,
29,-0.4100304841995239,
30,-0.40840455889701843,
31,-0.40677863359451294,
32,-0.40515267848968506,
33,-0.40352675318717957,
34,-0.4019008278846741,
35,-0.4002749025821686,
36,-0.3986489772796631,
37,-0.3970230221748352,
38,-0.3953970968723297,
39,-0.3937711715698242,
40,-0.3921452462673187,
41,-0.39051932096481323,
42,-0.38889336585998535,
43,-0.38726744055747986,
44,-0.38564151525497437,
45,-0.38401558995246887,
46,-0.3823896646499634,
47,-0.3807637393474579,
48,-0.37913778424263,
49,-0.3775118589401245,
50,-0.375885933637619,
51,-0.3742600083351135,
52,-0.37263408303260803,
53,-0.37100812792778015,
54,-0.36938220262527466,
55,-0.36775627732276917,
56,-0.36613035202026367,
57,-0.3645044267177582,
58,-0.3628784716129303,
59,-0.3612525463104248,
60,-0.3596266210079193,
61,-0.3580006957054138,
62,-0.3563747704029083,
63,-0.35474884510040283,
64,-0.35312288999557495,
65,-0.35149696469306946,
66,-0.34987103939056396,
67,-0.34824511408805847,
68,-0.346619188785553,
69,-0.3449932336807251,
70,-0.3433673083782196,
71,-0.3417413830757141,
72,-0.3401154577732086,
73,-0.3384895324707031,
74,-0.33686357736587524,
75,-0.33523765206336975,
76,-0.33361172676086426,
77,-0.33198580145835876,
78,-0.33035987615585327,
79,-0.3287339508533478,
80,-0.3271079957485199,
81,-0.3254820704460144,
82,-0.3238561451435089,
83,-0.3222302198410034,
84,-0.3206042945384979,
85,-0.31897833943367004,
86,-0.31735241413116455,
87,-0.31572648882865906,
88,-0.31410056352615356,
89,-0.31247463822364807,
90,-0.3108486831188202,
91,-0.3092227578163147,
92,-0.3075968325138092,
93,-0.3059709072113037,
94,-0.3043449819087982,
95,-0.3027190566062927,
96,-0.30109310150146484,
97,-0.29946717619895935,
98,-0.29784125089645386,
99,-0.29621532559394836,
100,-0.29458940029144287,
101,-0.292963445186615,
102,-0.2913375198841095,
103,-0.289711594581604,
104,-0.2880856692790985,
105,-0.286459743976593,
106,-0.28483378887176514,
107,-0.28320786356925964,
108,-0.28158193826675415,
109,-0.27995601296424866,
110,-0.27833008766174316,
111,-0.27670416235923767,
112,-0.2750782072544098,
113,-0.2734522819519043,
114,-0.2718263566493988,
115,-0.2702004313468933,
116,-0.2685745060443878,
117,-0.26694855093955994,
118,-0.26532262563705444,
119,-0.26369670033454895,
120,-0.26207077503204346,
121,-0.26044484972953796,
122,-0.2588188946247101,
123,-0.2571929693222046,
124,-0.2555670440196991,
125,-0.2539411187171936,
126,-0.2523151934146881,
127,-0.25068923830986023,
128,-0.24906332790851593,
129,-0.24743738770484924,
130,-0.24581146240234375,
131,-0.24418552219867706,
132,0.21149155497550964,
133,0.16014766693115234,
134,0.11393815279006958,
135,-0.0516459159553051,
136,-0.22108078002929688,
137,-0.24418552219867706,
138,0.3767547309398651,
139,0.660750687122345,
140,1.0193556547164917,
141,1.1613537073135376,
142,1.17098069190979,
143,-0.07089987397193909,
