time_step,hr_actual,hr_pred
144,0.038847703486680984,
145,0.9471533298492432,
146,0.36552324891090393,
147,0.0792810246348381,
148,-0.12866176664829254,
149,-0.20567761361598969,
150,-0.310199111700058,
151,-0.5214425921440125,
152,-0.3349542021751404,
153,-0.2586260139942169,
154,-0.17920340597629547,
155,0.3829435110092163,
156,0.45617732405662537,
157,0.9752320051193237,
158,1.0439045429229736,
159,0.2692534327507019,
160,-0.3212013840675354,
161,-0.16992025077342987,
162,-0.36612728238105774,
163,-0.1671696901321411,
164,-0.2185135781764984,
165,-0.5137410163879395,
166,-0.7062805891036987,
167,-0.49833783507347107,
168,-0.46560609340667725,
169,-0.2730664610862732,
170,-0.24418552219867706,
171,0.8060305714607239,
172,1.5959430932998657,
173,1.315385341644287,
174,1.820801854133606,
175,1.6940466165542603,
176,0.8359616994857788,
177,0.26283544301986694,
178,0.7185125350952148,
179,0.05617627128958702,
180,-0.23263315856456757,
181,-0.5715028643608093,
182,-0.2809430956840515,
183,-0.504114031791687,
184,-0.3597092926502228,
185,-0.4752330780029297,
186,-0.3917992413043976,
187,-0.20952840149402618,
188,-0.3885902464389801,
189,-0.5835366249084473,
190,-0.43397456407546997,
191,-0.034798696637153625,
192,0.5749830007553101,
193,0.09596779197454453,
194,-0.23263315856456757,
195,0.45945924520492554,
196,0.9399331212043762,
197,0.5644808411598206,
198,-0.5811298489570618,
199,-0.6311901807785034,
200,-0.6485187411308289,
201,-0.5715028643608093,
202,-0.5329949259757996,
203,-0.5082398653030396,
204,-0.3597092926502228,
205,-0.032391954213380814,
206,-0.06264817714691162,
207,-0.2586260139942169,
208,-0.42469140887260437,
209,-0.24418552219867706,
210,-0.17817194759845734,
211,-0.013137991540133953,
212,1.0580824613571167,
213,1.7948089838027954,
214,1.7879825830459595,
215,-0.5960079431533813,
216,-1.1178340911865234,
217,-0.8713145852088928,
218,-0.8651257753372192,
219,-1.052851915359497,
220,-0.9180741906166077,
221,-0.8891932368278503,
222,-0.8362448215484619,
223,-0.821804404258728,
224,-0.8506852984428406,
225,-0.8506852984428406,
226,-0.8346403241157532,
227,-0.6100108027458191,
228,-0.6237636208534241,
229,-0.6897771954536438,
230,-0.5329949259757996,
231,-0.6485187411308289,
232,-0.4968937635421753,
233,-0.7178329825401306,
234,-0.613861620426178,
235,-0.3885902464389801,
236,-0.3019474148750305,
237,0.5644808411598206,
238,0.809968888759613,
239,0.6583439111709595,
240,1.7133005857467651,
241,1.5674371719360352,
242,0.9523106217384338,
243,-0.1864236444234848,
244,-0.44635212421417236,
245,-0.7447885274887085,
246,-0.821804404258728,
247,-0.6237636208534241,
248,-0.4917364716529846,
249,-0.4944870173931122,
250,-0.4319116473197937,
251,-0.39821723103523254,
252,-0.3725452721118927,
253,-0.527218759059906,
254,-0.6966536045074463,
255,-0.5164915323257446,
256,-0.4367251396179199,
257,-0.7227839827537537,
258,-0.7557907700538635,
259,-0.6557389497756958,
260,-0.5618758797645569,
261,-0.6773996353149414,
262,-0.48967352509498596,
263,-0.622846782207489,
264,-0.7986996173858643,
265,-0.8053009510040283,
266,-0.8988202214241028,
267,-0.5825051665306091,
268,-0.8314313292503357,
269,-0.821804404258728,
270,-0.7929234504699707,
271,-0.8300560712814331,
272,-0.5811298489570618,
273,-0.6800252199172974,
274,-0.9373281598091125,
275,-0.838307797908783,
276,-0.7640424966812134,
277,-0.7062805891036987,
278,-0.7159075736999512,
279,-0.5990085601806641,
280,-0.5137410163879395,
281,-0.6870266199111938,
282,-0.613861620426178,
283,-0.6003838181495667,
284,-0.615511953830719,
285,-0.5445473194122314,
286,-0.5494983196258545,
287,-0.6557389497756958,
288,-0.6072602272033691,
289,-0.5690961480140686,
290,-0.3019474148750305,
291,0.6568998694419861,
292,1.2460711002349854,
293,1.6867117881774902,
294,2.206568717956543,
295,1.4694170951843262,
296,0.17747622728347778,
297,-0.6485187411308289,
298,-0.5494983196258545,
299,-0.36796098947525024,
300,-0.09978082031011581,
301,0.2828916609287262,
302,-0.2111787348985672,
303,-0.407844215631485,
304,-0.2923204302787781,
305,-0.310199111700058,
306,-0.13691346347332,
307,0.12404648214578629,
308,0.10238577425479889,
309,-0.15341685712337494,
310,0.152927428483963,
311,-0.6918401122093201,
312,-1.190036416053772,
313,-1.0432249307632446,
314,-1.1799280643463135,
315,-1.0047169923782349,
316,-1.0335979461669922,
317,-1.0280967950820923,
318,-0.9373281598091125,
319,-0.7191165685653687,
320,-0.9806495308876038,
321,-0.9662091135978699,
322,-0.8795662522315979,
323,-0.9373281598091125,
324,-0.9950900077819824,
325,-0.947830319404602,
326,-0.9565821290016174,
327,-0.9758360385894775,
328,-0.9785866141319275,
329,-1.1250542402267456,
330,-0.8362448215484619,
331,-0.829024612903595,
332,-0.39581048488616943,
333,-0.7832964658737183,
334,-0.7135008573532104,
335,-0.5247432589530945,
336,-0.7062805891036987,
337,-0.8867865204811096,
338,-1.072105884552002,
339,-0.9565821290016174,
340,-0.9734293222427368,
341,-0.8053009510040283,
342,-0.8025504350662231,
343,-0.6677727103233337,
344,-0.4752330780029297,
345,-0.615511953830719,
346,-0.8410583138465881,
347,-0.868013858795166,
348,-0.8333567380905151,
349,-0.8795662522315979,
350,-0.8410583138465881,
351,-0.9488804936408997,
352,-0.8564615249633789,
353,-0.7929234504699707,
354,-0.6100108027458191,
355,-0.48348477482795715,
356,-0.15032246708869934,
357,-0.29369571805000305,
358,-0.37126168608665466,
359,-0.946955144405365,
360,-0.9228876829147339,
361,-0.9373281598091125,
362,-0.872346043586731,
363,-1.0644042491912842,
364,-0.8859842419624329,
365,-0.6677727103233337,
366,-0.5618758797645569,
367,-0.629264771938324,
368,-0.504114031791687,
369,-0.37414976954460144,
370,-0.5329949259757996,
371,-1.1828161478042603,
372,-1.1799280643463135,
373,-1.0432249307632446,
374,-0.9785866141319275,
375,-0.9488804936408997,
376,-0.9950900077819824,
377,-0.8300560712814331,
378,-0.7640424966812134,
379,-0.7145323157310486,
380,0.31032857298851013,
381,0.6350787281990051,
382,0.5139392018318176,
383,0.9605623483657837,
384,0.6414967179298401,
385,0.5727325677871704,
386,1.1594282388687134,
387,1.7279702425003052,
388,-0.8743152022361755,
389,-1.4819401502609253,
390,-1.3777625560760498,
391,-1.1106138229370117,
392,-1.0644042491912842,
393,-1.1106138229370117,
394,-0.8699392676353455,
395,-0.7640424966812134,
396,-0.9180741906166077,
397,-0.9180741906166077,
398,-0.9662091135978699,
399,-0.8506852984428406,
400,-0.9835376739501953,
401,-0.9517686367034912,
402,-0.9373281598091125,
403,-0.8300560712814331,
404,-0.8434650897979736,
405,-0.7640424966812134,
406,-0.8121774196624756,
407,-0.838307797908783,
408,-0.8988202214241028,
409,-0.7576245069503784,
410,-0.7568222284317017,
411,-0.778482973575592,
412,-0.9084472060203552,
413,-0.9806495308876038,
414,-0.7640424966812134,
415,-0.6254139542579651,
416,-0.01795148104429245,
417,1.0785616636276245,
418,1.2246166467666626,
419,0.7460182309150696,
420,0.09275879710912704,
421,-1.1452709436416626,
422,-1.072105884552002,
423,-1.0095305442810059,
424,-1.1106138229370117,
425,-0.6012589931488037,
426,0.23074552416801453,
427,1.1782008409500122,
428,1.7717041969299316,
429,2.3807711601257324,
430,2.3334386348724365,
431,0.6222427487373352,
432,-1.1298677921295166,
433,-1.1683757305145264,
434,-1.139494776725769,
435,-1.1491217613220215,
436,-0.9950900077819824,
437,-0.7062805891036987,
438,-0.8300560712814331,
439,-0.9565821290016174,
440,-1.099061369895935,
441,-0.9565821290016174,
442,-0.8960696458816528,
443,-0.629264771938324,
444,0.17298363149166107,
445,1.3311386108398438,
446,1.9291054010391235,
447,2.5091309547424316,
448,2.143305778503418,
449,1.6170307397842407,
450,1.8063613176345825,
451,1.5201774835586548,
452,0.8013045787811279,
453,0.42970311641693115,
454,0.5452268719673157,
455,-0.7423818111419678,
456,-0.7475391030311584,
457,-0.6072602272033691,
458,-0.6567704081535339,
459,-0.6340782642364502,
460,-0.12866176664829254,
461,0.44070538878440857,
462,0.69925856590271,
463,-0.35393309593200684,
464,-1.0913598537445068,
465,-0.9806495308876038,
466,-1.0239709615707397,
467,-0.9084472060203552,
468,-0.9116562008857727,
469,-0.8737900853157043,
470,-0.7871472239494324,
471,-0.629264771938324,
472,-0.8121774196624756,
473,-0.863062858581543,
474,-0.778482973575592,
475,-0.7227839827537537,
476,0.022963186725974083,
477,0.7810879349708557,
478,1.1536520719528198,
479,1.6114150285720825,
480,1.970020055770874,
481,2.1914405822753906,
482,2.2010676860809326,
483,2.0446290969848633,
484,1.7919209003448486,
485,1.4639159440994263,
486,0.49709197878837585,
487,0.352687269449234,
488,0.25091633200645447,
489,1.2287424802780151,
490,0.9816499948501587,
491,1.084337830543518,
492,1.17098069190979,
493,1.356643795967102,
494,1.3924012184143066,
495,1.1324727535247803,
496,0.542820155620575,
497,-0.09657182544469833,
498,0.12549053132534027,
499,0.10238577425479889,
500,0.5644808411598206,
501,0.20058098435401917,
502,-1.044600248336792,
503,-0.9950900077819824,
504,-1.0095305442810059,
505,-0.946955144405365,
506,-0.9455798268318176,
507,0.1659238487482071,
508,0.26845118403434753,
509,-0.1979760229587555,
510,-0.15754270553588867,
511,0.9976949691772461,
512,0.13126671314239502,0.3555859327316284
513,-0.3212013840675354,0.24959033727645874
514,-0.5412466526031494,0.16364800930023193
515,-0.6732738018035889,0.11781209707260132
516,-0.5618758797645569,0.08343514800071716
517,-0.8053009510040283,0.047625839710235596
518,-0.6051973104476929,0.010384172201156616
519,-0.5402151942253113,-0.025425150990486145
520,-0.4521283209323883,-0.02972225844860077
521,-0.5329949259757996,-0.03258700668811798
522,-0.5792044401168823,-0.05550496280193329
523,-0.5907568335533142,-0.08558478951454163
524,-0.5715028643608093,-0.08200384676456451
525,-0.41747117042541504,-0.0999085009098053
526,-0.4257228672504425,-0.10635417699813843
527,-0.5402151942253113,-0.09346282482147217
528,-0.6557389497756958,-0.1221102774143219
529,-0.6237636208534241,-0.09131427109241486
530,-0.3762126863002777,-0.09919232130050659
531,-0.2586260139942169,-0.10277324914932251
532,-0.12866176664829254,-0.11566460132598877
533,0.343935489654541,-0.09489519894123077
534,0.3581884205341339,-0.11852934956550598
535,0.08794530481100082,-0.11136747896671295
536,-0.17679665982723236,-0.09775994718074799
537,-0.0015856142854318023,-0.11494842171669006
538,0.3478737771511078,-0.06553156673908234
539,0.2692534327507019,-0.10563799738883972
540,0.13126671314239502,-0.09417901933193207
541,-0.11422128975391388,-0.08200384676456451
542,-0.09015383571386337,-0.10993511974811554
543,-0.3267025053501129,-0.11566460132598877
544,-0.21943043172359467,-0.11852934956550598
545,-0.1382887363433838,-0.09489519894123077
546,-0.04201893508434296,-0.1221102774143219
547,-0.0516459159553051,-0.10420562326908112
548,-0.07089987397193909,-0.09847614169120789
549,0.04462389275431633,-0.10993511974811554
550,0.14089369773864746,-0.1213940978050232
551,-0.004886293318122625,-0.12712357938289642
552,-0.0516459159553051,-0.13715019822120667
553,-0.06264817714691162,-0.11852934956550598
554,0.08588238060474396,-0.12855595350265503
555,0.16014766693115234,-0.13142070174217224
556,0.3117726147174835,-0.15147390961647034
557,0.5933617949485779,-0.15219008922576904
558,1.1806076765060425,-0.13858255743980408
559,1.2431830167770386,-0.12425883114337921
560,0.5413761138916016,-0.12998832762241364
561,0.8821712136268616,-0.14001493155956268
562,1.3236370086669922,-0.18083754181861877
563,1.4251329898834229,-0.18620893359184265
564,1.8698993921279907,-0.18262800574302673
565,2.4548697471618652,-0.15863576531410217
566,3.4386324882507324,-0.18978987634181976
567,3.9120445251464844,-0.16866238415241241
568,4.087955951690674,-0.15648722648620605
569,4.137465953826904,-0.15577103197574615
570,4.126463890075684,-0.1657976359128952
571,4.145717620849609,-0.1783308982849121
572,4.140695095062256,-0.19516126811504364
573,4.1072096824646,-0.19730982184410095
574,4.161890983581543,-0.21038022637367249
575,4.101083278656006,-0.1754661500453949
576,4.052948474884033,-0.18012136220932007
577,4.319003582000732,-0.1747499704360962
578,4.475785732269287,-0.1657976359128952
579,4.818942546844482,-0.17868898808956146
580,4.865334510803223,-0.18119564652442932
581,5.030524730682373,-0.17868898808956146
582,4.974475383758545,-0.15720340609550476
583,4.99135160446167,-0.14789298176765442
584,5.530139446258545,-0.14073112607002258
585,4.938449859619141,-0.16794618964195251
586,4.827857971191406,-0.16973665356636047
587,4.831640243530273,-0.15577103197574615
588,5.118783473968506,-0.15004155039787292
589,4.7207112312316895,-0.11709697544574738
590,4.630415439605713,-0.13142070174217224
591,4.624316215515137,-0.16221670806407928
592,4.618992328643799,-0.183702290058136
593,4.569906711578369,-0.19229651987552643
594,4.5233917236328125,-0.20089076459407806
595,4.48073673248291,-0.2109173685312271
596,4.462032794952393,-0.2324029505252838
597,4.488162994384766,-0.2257782220840454
598,4.550050735473633,-0.22900107502937317
599,4.581338405609131,-0.22685250639915466
600,4.5770063400268555,-0.2273896485567093
601,4.426992893218994,-0.2318658083677292
602,4.458157062530518,-0.22971725463867188
603,4.410459518432617,-0.2567532956600189
604,4.474709510803223,-0.21449829638004303
605,4.5338053703308105,-0.21646781265735626
606,4.688679218292236,-0.2109173685312271
607,4.922877788543701,-0.19587746262550354
