time_step,PEMS_actual,PEMS_pred
101,-1.6511950492858887,
102,-1.4311879873275757,
103,-0.40972626209259033,
104,1.617482304573059,
105,2.6585874557495117,
106,2.6075143814086914,
107,0.9378174543380737,
108,0.9535322189331055,
109,0.7453112006187439,
110,0.32494041323661804,
111,0.4349440038204193,
112,0.19922205805778503,
113,0.305296927690506,
114,0.5056605935096741,
115,0.5528049468994141,
116,0.4585161805152893,
117,-0.1936478167772293,
118,-0.7318795919418335,
119,-0.7908100485801697,
120,-1.0343893766403198,
121,-1.238681674003601,
122,-1.4979758262634277,
123,-1.6276228427886963,
124,-1.6826246976852417,
125,-1.6433377265930176,
126,-1.4979758262634277,
127,-0.6258047223091125,
128,0.8985304832458496,
129,2.6075143814086914,
130,2.1046409606933594,
131,1.1578246355056763,
132,0.6235215663909912,
133,-0.22114871442317963,
134,-0.10721644759178162,
135,0.1717211753129959,
136,0.35244131088256836,
137,0.45065879821777344,
138,0.6510224342346191,
139,0.7806695103645325,
140,0.6353076100349426,
141,-0.05221466347575188,
142,-0.5511594414710999,
143,-0.8772414326667786,
144,-1.0226032733917236,
145,-1.2543965578079224,
146,-1.482261061668396,
147,-1.5922646522521973,
148,-1.6276228427886963,
149,-1.6315516233444214,
150,-1.4586888551712036,
151,-0.5236585140228271,
152,0.9338887333869934,
153,2.4739387035369873,
154,1.9985661506652832,
155,1.055678367614746,
156,0.7767407894134521,
157,0.5567336678504944,
158,0.20315076410770416,
159,0.17564986646175385,
160,0.3327978253364563,
161,0.48994576930999756,
162,0.7531685829162598,
163,0.764954686164856,
164,0.6863807439804077,
165,-0.12293124198913574,
166,-0.6022325158119202,
167,-0.8733127117156982,
168,-0.9558153748512268,
169,-1.258325219154358,
170,-1.4311879873275757,
171,-1.5883358716964722,
172,-1.6865533590316772,
173,-1.607979416847229,
174,-1.4704749584197998,
175,-0.6415194869041443,
176,0.9181739687919617,
177,2.729304075241089,
178,1.6214110851287842,
179,1.0831793546676636,
180,0.9378174543380737,
181,0.5803058743476868,
182,0.3563700318336487,
183,0.4585161805152893,
184,0.533161461353302,
185,0.7531685829162598,
186,0.9260313510894775,
187,0.7767407894134521,
188,0.6942381262779236,
189,0.030288012698292732,
190,-0.7672378420829773,
191,-1.0226032733917236,
192,-1.1483216285705566,
193,-1.356542706489563,
194,-1.5254766941070557,
195,-1.6158368587493896,
196,-1.6315516233444214,
197,-1.635480284690857,
198,-1.5451202392578125,
199,-0.7475943565368652,
200,0.3602987229824066,
201,1.8846338987350464,
202,1.3778316974639893,
203,0.8513860702514648,
204,0.533161461353302,
205,0.48994576930999756,
206,0.5449475646018982,
207,0.7924556136131287,
208,0.9653183221817017,
209,1.3071151971817017,
210,1.3110438585281372,
211,1.3896178007125854,
212,0.9142452478408813,
213,0.3602987229824066,
214,-0.05614336207509041,
215,-0.38222536444664,
216,-0.6650916934013367,
217,-0.9951024055480957,
218,-1.2190382480621338,
219,-1.5136905908584595,
220,-1.6040507555007935,
221,-1.6551238298416138,
222,-1.5922646522521973,
223,-1.4194018840789795,
224,-1.2111808061599731,
225,-0.7279508709907532,
226,-0.4411558508872986,
227,-0.001141577959060669,
228,0.5488762855529785,
229,0.6313789486885071,
230,0.8199564814567566,
231,0.8592434525489807,
232,0.8513860702514648,
233,1.2953290939331055,
234,0.8985304832458496,
235,1.3464021682739258,
236,1.6449832916259766,
237,0.764954686164856,
238,0.11671938747167587,
239,-0.484371542930603,
240,-0.6258047223091125,
241,-0.17400433123111725,
242,-0.44901323318481445,
243,-1.112963318824768,
244,-1.395829677581787,
245,-1.6236941814422607,
246,-1.6236941814422607,
247,-1.5844072103500366,
248,-1.454760193824768,
249,-1.2347530126571655,
250,-1.0893911123275757,
251,-0.8772414326667786,
252,-0.3036513924598694,
253,0.3445839285850525,
254,0.6824520230293274,
255,1.3385447263717651,
256,1.3228299617767334,
257,1.3346160650253296,
258,1.7196285724639893,
259,1.8492755889892578,
260,2.026067018508911,
261,1.6881989240646362,
262,0.8749582767486572,
263,0.5370901823043823,
264,0.09314719587564468,
265,-0.5275872349739075,
266,-1.2268955707550049,
267,-1.4861897230148315,
268,-1.6276228427886963,
269,-1.66690993309021,
270,-1.4626175165176392,
271,-0.38615405559539795,
272,1.6921275854110718,
273,2.819664239883423,
274,2.422865629196167,
275,1.1892541646957397,
276,0.9142452478408813,
277,0.6549511551856995,
278,0.30136823654174805,
279,0.3799422085285187,
280,0.39958569407463074,
281,0.5645910501480103,
282,0.7020955085754395,
283,0.7138816118240356,
284,0.5606623291969299,
285,-0.17793302237987518,
286,-0.6965212821960449,
287,-0.861526608467102,
288,-1.0658190250396729,
289,-1.3447566032409668,
290,-1.4429740905761719,
291,-1.607979416847229,
292,-1.6001219749450684,
293,-1.6315516233444214,
294,-1.4940471649169922,
295,-0.7004499435424805,
296,1.0949654579162598,
297,2.6507301330566406,
298,2.116427183151245,
299,0.9771044254302979,
300,0.6981667876243591,
301,0.45065879821777344,
302,0.28958213329315186,
303,0.13636288046836853,
304,0.1717211753129959,
305,0.7099528908729553,
306,0.7020955085754395,
307,0.6156641244888306,
308,0.658879816532135,
309,-0.02864247001707554,
310,-0.5825890302658081,
311,-0.8497405052185059,
312,-1.1286782026290894,
313,-1.3054696321487427,
314,-1.454760193824768,
315,-1.607979416847229,
316,-1.6511950492858887,
317,-1.6276228427886963,
318,-1.4036871194839478,
319,-0.5275872349739075,
320,0.8749582767486572,
321,3.0475287437438965,
322,1.8178459405899048,
323,1.2560420036315918,
324,0.9810331463813782,
325,0.43887269496917725,
326,0.23850905895233154,
327,0.23850905895233154,
328,0.3485126197338104,
329,0.6156641244888306,
330,0.6745946407318115,
331,0.6706659197807312,
332,0.5763771533966064,
333,-0.14650343358516693,
334,-0.6061611771583557,
335,-0.8811700940132141,
336,-1.018674612045288,
337,-1.23082435131073,
338,-1.4076157808303833,
339,-1.5961933135986328,
340,-1.6590524911880493,
341,-1.66690993309021,
342,-1.450831413269043,
343,-0.7711665630340576,
344,0.9535322189331055,
345,2.4817960262298584,
346,2.1399993896484375,
347,1.1263949871063232,
348,0.6942381262779236,
349,0.784598171710968,
350,0.3210117220878601,
351,0.23458035290241241,
352,0.3602987229824066,
353,0.6353076100349426,
354,0.6745946407318115,
355,0.8356713056564331,
356,0.7492399215698242,
357,0.12850548326969147,
358,-0.4568706452846527,
359,-0.7554517388343811,
360,-1.014745831489563,
361,-1.23082435131073,
362,-1.4351166486740112,
363,-1.5961933135986328,
364,-1.6590524911880493,
365,-1.607979416847229,
366,-1.423330545425415,
367,-0.7004499435424805,
368,0.40351441502571106,
369,1.7117711305618286,
370,1.5035500526428223,
371,0.7963842749595642,
372,0.611735463142395,
373,0.5763771533966064,
374,0.5528049468994141,
375,0.8160277605056763,
376,0.890673041343689,
377,1.0596071481704712,
378,1.4681917428970337,
379,1.4721205234527588,
380,1.1774680614471436,
381,0.5056605935096741,
382,-0.02864247001707554,
383,-0.42544105648994446,
384,-0.5786603093147278,
385,-0.8811700940132141,
386,-1.2229669094085693,
387,-1.454760193824768,
388,-1.5922646522521973,
389,-1.6433377265930176,
390,-1.5961933135986328,
391,-1.395829677581787,
392,-1.2111808061599731,
393,-0.7515230774879456,
394,-0.43722715973854065,
395,0.006715819705277681,
396,0.3799422085285187,
397,0.6628085374832153,
398,0.9024591445922852,
399,0.9653183221817017,
400,0.7610260248184204,
401,1.0517497062683105,
402,1.1892541646957397,
403,1.4799778461456299,
404,1.4446196556091309,
405,0.6470937132835388,
406,0.31315433979034424,
407,0.24243775010108948,
408,-0.06007206067442894,
409,-0.33900967240333557,
410,-0.8890275359153748,
411,-1.2622538805007935,
412,-1.5176193714141846,
413,-1.6276228427886963,
414,-1.6590524911880493,
415,-1.5726211071014404,
416,-1.5058332681655884,
417,-1.3408279418945312,
418,-1.1797512769699097,
419,-0.688663899898529,
420,0.08136110007762909,
421,0.6274502277374268,
422,0.8592434525489807,
423,0.592091977596283,
424,1.609624981880188,
425,1.578195333480835,
426,1.6646267175674438,
427,1.8571330308914185,
428,2.01820969581604,
429,1.7746303081512451,
430,1.7903450727462769,
431,1.38568913936615,
432,1.1067514419555664,
433,0.4231579005718231,
434,-0.9243857860565186,
435,-1.364400029182434,
436,-1.6001219749450684,
437,-1.6158368587493896,
438,-1.415473222732544,
439,-0.3940114676952362,
440,1.5703380107879639,
441,3.8450546264648438,
442,2.945382595062256,
443,1.0242488384246826,
444,0.843528687953949,
445,0.8395999670028687,
446,0.3720848262310028,
447,0.2856534421443939,
448,0.4349440038204193,
449,0.5135179758071899,
450,0.7767407894134521,
451,0.737453818321228,
452,0.639236330986023,
453,-0.11900254338979721,
454,-0.688663899898529,
455,-0.8811700940132141,
456,-1.0304607152938843,
457,-1.2858260869979858,
458,-1.4351166486740112,
459,-1.576549768447876,
460,-1.6433377265930176,
461,-1.674767255783081,
462,-1.454760193824768,
463,-0.6533055901527405,
464,0.9221026301383972,
465,3.2361061573028564,
466,1.986780047416687,
467,1.3110438585281372,
468,0.8160277605056763,
469,0.5803058743476868,
470,0.38779962062835693,
471,0.18743596971035004,
472,0.36422741413116455,
473,0.46637359261512756,
474,0.8946017622947693,
475,0.7806695103645325,
476,0.8356713056564331,
477,-0.06400076299905777,
478,-0.7240221500396729,
479,-0.8025961518287659,
480,-1.018674612045288,
481,-1.2151094675064087,
482,-1.4665462970733643,
483,-1.5922646522521973,
484,-1.6590524911880493,
485,-1.6472663879394531,
486,-1.482261061668396,
487,-0.6533055901527405,
488,0.9574609398841858,
489,2.729304075241089,
490,1.8532042503356934,
491,1.3346160650253296,
492,0.8160277605056763,
493,0.7138816118240356,
494,0.4938744902610779,
495,0.28958213329315186,
496,0.30136823654174805,
497,0.5056605935096741,
498,0.8671008944511414,
499,0.5763771533966064,
500,0.7610260248184204,
501,0.11671938747167587,
502,-0.47651413083076477,
503,-0.9401006102561951,
504,-1.014745831489563,
505,-1.2504677772521973,
506,-1.4351166486740112,
507,-1.5451202392578125,
508,-1.635480284690857,
509,-1.6158368587493896,
510,-1.4626175165176392,
511,-0.6925925612449646,
512,0.8474573493003845,0.7665606141090393
513,2.540726661682129,1.6007484197616577
514,1.959279179573059,1.6378233432769775
515,0.8592434525489807,1.0168169736862183
516,0.7060242295265198,0.5417934060096741
517,0.5017318725585938,0.5904543399810791
518,0.5095892548561096,0.5950887203216553
519,0.32886913418769836,0.47691211104393005
520,0.33672651648521423,0.6275293231010437
521,0.6510224342346191,0.9055919051170349
522,0.7570973038673401,1.0399888753890991
523,0.5370901823043823,1.1187732219696045
524,0.46637359261512756,0.6321637034416199
525,0.002787120873108506,0.1339682787656784
526,-0.5668742060661316,-0.3758130967617035
527,-0.8025961518287659,-0.5936287641525269
528,-0.9047423005104065,-0.6932678818702698
529,-1.2151094675064087,-1.1288992166519165
530,-1.415473222732544,-1.2262210845947266
531,-1.5686924457550049,-1.3467148542404175
532,-1.6276228427886963,-1.606239914894104
533,-1.6001219749450684,-1.457939863204956
534,-1.4469027519226074,-1.1659741401672363
535,-0.7475943565368652,-0.5148443579673767
536,0.42708659172058105,0.4166652262210846
537,1.9907087087631226,1.183654546737671
538,1.5389083623886108,1.2578045129776
539,0.890673041343689,0.8963231444358826
540,0.6745946407318115,0.5788683891296387
541,0.6431650519371033,0.6182605624198914
542,0.6549511551856995,0.7016793489456177
543,0.8395999670028687,0.7155824899673462
544,0.9574609398841858,1.0214513540267944
545,1.2914003133773804,1.2299983501434326
546,1.1656819581985474,1.3690296411514282
547,1.4721205234527588,1.2578045129776
548,1.1381810903549194,0.8268074989318848
549,0.40351441502571106,0.26836517453193665
550,0.21100816130638123,-0.2796497941017151
551,-0.39794015884399414,-0.5843600034713745
552,-0.6061611771583557,-0.6283866167068481
553,-0.9440293312072754,-0.7720522284507751
554,-1.2504677772521973,-1.0547491312026978
555,-1.4194018840789795,-1.1798772811889648
556,-1.5961933135986328,-1.457939863204956
557,-1.6236941814422607,-1.5413585901260376
558,-1.6001219749450684,-1.4486711025238037
559,-1.3919010162353516,-1.3467148542404175
560,-1.112963318824768,-1.0084054470062256
561,-0.637590765953064,-0.3966677784919739
562,0.05386020615696907,-0.15278373658657074
563,0.15993507206439972,0.14787140488624573
564,0.3092256188392639,0.47922930121421814
565,0.5410188436508179,0.9473012685775757
566,0.7217389941215515,0.8685169219970703
567,1.201040267944336,1.007548213005066
568,0.9967479109764099,0.9473012685775757
569,1.0360349416732788,1.0029138326644897
570,1.2796142101287842,1.2207295894622803
571,1.5467658042907715,1.3226858377456665
572,1.5585519075393677,1.0446232557296753
573,0.8317425847053528,0.5649652481079102
574,0.37601351737976074,0.04359794780611992
575,0.038145411759614944,-0.20434117317199707
576,-0.154360830783844,-0.2831255793571472
577,-0.4332984387874603,-0.6422896981239319
578,-0.8929561972618103,-0.9203522801399231
579,-1.2936835289001465,-1.2447586059570312
580,-1.490118384361267,-1.5877023935317993
581,-1.6315516233444214,-1.634046196937561
582,-1.6590524911880493,-1.5135524272918701
583,-1.576549768447876,-1.235489845275879
584,-1.454760193824768,-0.9481585621833801
585,-1.2504677772521973,-0.5519194006919861
586,-1.0226032733917236,-0.29702869057655334
587,-0.688663899898529,-0.2240372747182846
588,-0.17400433123111725,0.23940032720565796
589,0.40351441502571106,0.6321637034416199
590,0.9574609398841858,0.7433887720108032
591,1.2049689292907715,0.7758293747901917
592,1.3621169328689575,0.9473012685775757
593,1.5271222591400146,0.9890106320381165
594,1.7824877500534058,1.1280419826507568
595,2.0849974155426025,1.3041483163833618
596,2.2814323902130127,1.2299983501434326
597,2.1557140350341797,0.8731513023376465
598,1.0242488384246826,0.35178396105766296
599,0.4585161805152893,0.012895206920802593
600,-0.10328774899244308,-0.21245133876800537
601,-0.7593804597854614,-0.697902262210846
602,-1.1954660415649414,-1.1798772811889648
603,-1.5058332681655884,-1.4115960597991943
604,-1.6826246976852417,-1.4764773845672607
605,-1.6119080781936646,-1.3930586576461792
606,-1.4704749584197998,-1.184511661529541
607,-0.23293480277061462,-0.3178834021091461
