time_step,solar_actual,solar_pred
0,0.35890936851501465,
1,0.38736072182655334,
2,0.45429131388664246,
3,-0.10540717095136642,
4,-0.7721480131149292,
5,-0.8220544457435608,
6,-0.8220544457435608,
7,-0.8220544457435608,
8,-0.8220544457435608,
9,-0.8220544457435608,
10,-0.8220544457435608,
11,-0.8220544457435608,
12,-0.8220544457435608,
13,-0.8220544457435608,
14,-0.8220544457435608,
15,-0.8220544457435608,
16,-0.8220544457435608,
17,-0.8220544457435608,
18,-0.8213548064231873,
19,-0.26142311096191406,
20,0.8824606537818909,
21,1.2532609701156616,
22,1.3950512409210205,
23,1.416506290435791,
24,1.4356293678283691,
25,1.4636142253875732,
26,1.2413673400878906,
27,0.3444505035877228,
28,-0.7010196447372437,
29,-0.8220544457435608,
30,-0.8220544457435608,
31,-0.8220544457435608,
32,-0.8220544457435608,
33,-0.8220544457435608,
34,-0.8220544457435608,
35,-0.8220544457435608,
36,-0.8220544457435608,
37,-0.8220544457435608,
38,-0.8220544457435608,
39,-0.8220544457435608,
40,-0.8220544457435608,
41,-0.8220544457435608,
42,-0.8192559480667114,
43,-0.2436993420124054,
44,0.9563875198364258,
45,1.4235025644302368,
46,1.4876346588134766,
47,1.4561516046524048,
48,1.4741085767745972,
49,1.4577840566635132,
50,1.2143152952194214,
51,0.30550479888916016,
52,-0.7257396578788757,
53,-0.8220544457435608,
54,-0.8220544457435608,
55,-0.8220544457435608,
56,-0.8220544457435608,
57,-0.8220544457435608,
58,-0.8220544457435608,
59,-0.8220544457435608,
60,-0.8220544457435608,
61,-0.8220544457435608,
62,-0.8220544457435608,
63,-0.8220544457435608,
64,-0.8220544457435608,
65,-0.8220544457435608,
66,-0.8220544457435608,
67,-0.4060119092464447,
68,0.5291510224342346,
69,1.1019091606140137,
70,1.2080186605453491,
71,1.2045204639434814,
72,1.1641756296157837,
73,0.8631044626235962,
74,0.3197304904460907,
75,-0.3987824618816376,
76,-0.7854408621788025,
77,-0.8220544457435608,
78,-0.8220544457435608,
79,-0.8220544457435608,
80,-0.8220544457435608,
81,-0.8220544457435608,
82,-0.8220544457435608,
83,-0.8220544457435608,
84,-0.8220544457435608,
85,-0.8220544457435608,
86,-0.8220544457435608,
87,-0.8220544457435608,
88,-0.8220544457435608,
89,-0.8220544457435608,
90,-0.8220544457435608,
91,-0.598175048828125,
92,0.117306187748909,
93,0.6765382885932922,
94,1.1695393323898315,
95,1.3339507579803467,
96,1.343045949935913,
97,1.377793788909912,
98,1.2294737100601196,
99,0.2593296766281128,
100,-0.739032506942749,
101,-0.8220544457435608,
102,-0.8220544457435608,
103,-0.8220544457435608,
104,-0.8220544457435608,
105,-0.8220544457435608,
106,-0.8220544457435608,
107,-0.8220544457435608,
108,-0.8220544457435608,
109,-0.8220544457435608,
110,-0.8220544457435608,
111,-0.8220544457435608,
112,-0.8220544457435608,
113,-0.8220544457435608,
114,-0.8208884000778198,
115,-0.3509748876094818,
116,0.4799441695213318,
117,0.9130108952522278,
118,1.01165771484375,
119,1.142953634262085,
120,1.062030553817749,
121,0.792209267616272,
122,0.39878788590431213,
123,-0.3458442986011505,
124,-0.7919706702232361,
125,-0.8220544457435608,
126,-0.8220544457435608,
127,-0.8220544457435608,
128,-0.8220544457435608,
129,-0.8220544457435608,
130,-0.8220544457435608,
131,-0.8220544457435608,
132,-0.8220544457435608,
133,-0.8220544457435608,
134,-0.8220544457435608,
135,-0.8220544457435608,
136,-0.8220544457435608,
137,-0.8220544457435608,
138,-0.8220544457435608,
139,-0.5170187950134277,
140,0.37779921293258667,
141,0.8227595090866089,
142,1.0298479795455933,
143,1.0918811559677124,
144,1.150183081626892,
145,1.1401551961898804,
146,0.9699135422706604,
147,0.14365866780281067,
148,-0.7311034202575684,
149,-0.8220544457435608,
150,-0.8220544457435608,
151,-0.8220544457435608,
152,-0.8220544457435608,
153,-0.8220544457435608,
154,-0.8220544457435608,
155,-0.8220544457435608,
156,-0.8220544457435608,
157,-0.8220544457435608,
158,-0.8220544457435608,
159,-0.8220544457435608,
160,-0.8220544457435608,
161,-0.8220544457435608,
162,-0.8220544457435608,
163,-0.3339507281780243,
164,0.6296635270118713,
165,1.0603981018066406,
166,1.1455190181732178,
167,1.1569461822509766,
168,1.2434662580490112,
169,1.2502292394638062,
170,1.0069935321807861,
171,0.10961033403873444,
172,-0.7364672422409058,
173,-0.8220544457435608,
174,-0.8220544457435608,
175,-0.8220544457435608,
176,-0.8220544457435608,
177,-0.8220544457435608,
178,-0.8220544457435608,
179,-0.8220544457435608,
180,-0.8220544457435608,
181,-0.8220544457435608,
182,-0.8220544457435608,
183,-0.8220544457435608,
184,-0.8220544457435608,
185,-0.8220544457435608,
186,-0.8220544457435608,
187,-0.6343222260475159,
188,0.019358955323696136,
189,0.46268680691719055,
190,0.7849798798561096,
191,0.9778426289558411,
192,1.0932804346084595,
193,1.2213114500045776,
194,1.0638962984085083,
195,0.24183911085128784,
196,-0.7166445851325989,
197,-0.8220544457435608,
198,-0.8220544457435608,
199,-0.8220544457435608,
200,-0.8220544457435608,
201,-0.8220544457435608,
202,-0.8220544457435608,
203,-0.8220544457435608,
204,-0.8220544457435608,
205,-0.8220544457435608,
206,-0.8220544457435608,
207,-0.8220544457435608,
208,-0.8220544457435608,
209,-0.8220544457435608,
210,-0.8220544457435608,
211,-0.35657185316085815,
212,0.598646879196167,
213,1.0664615631103516,
214,1.1459853649139404,
215,1.150416374206543,
216,1.166507601737976,
217,1.1368902921676636,
218,0.9493913054466248,
219,0.17047755420207977,
220,-0.7143124938011169,
221,-0.8169238567352295,
222,-0.8166906833648682,
223,-0.8169238567352295,
224,-0.8171570897102356,
225,-0.8171570897102356,
226,-0.8171570897102356,
227,-0.8171570897102356,
228,-0.8171570897102356,
229,-0.8171570897102356,
230,-0.8171570897102356,
231,-0.8173903226852417,
232,-0.817623496055603,
233,-0.817623496055603,
234,-0.8099276423454285,
235,-0.44332513213157654,
236,0.2693576216697693,
237,0.7308756709098816,
238,0.8246251344680786,
239,0.7740190625190735,
240,0.7768175601959229,
241,0.6665103435516357,
242,0.43236979842185974,
243,-0.12732869386672974,
244,-0.72947096824646,
245,-0.8220544457435608,
246,-0.8220544457435608,
247,-0.8220544457435608,
248,-0.8220544457435608,
249,-0.8220544457435608,
250,-0.8220544457435608,
251,-0.8220544457435608,
252,-0.8220544457435608,
253,-0.8220544457435608,
254,-0.8220544457435608,
255,-0.8220544457435608,
256,-0.8220544457435608,
257,-0.8220544457435608,
258,-0.8190227746963501,
259,-0.4342300295829773,
260,0.5900182127952576,
261,1.084418535232544,
262,1.1683733463287354,
263,1.1494834423065186,
264,1.2059197425842285,
265,1.1811997890472412,
266,1.0233181715011597,
267,0.26376062631607056,
268,-0.6926241517066956,
269,-0.8150582313537598,
270,-0.8159910440444946,
271,-0.8162242770195007,
272,-0.8169238567352295,
273,-0.8169238567352295,
274,-0.8171570897102356,
275,-0.8171570897102356,
276,-0.8171570897102356,
277,-0.8171570897102356,
