time_step,coal_actual,coal_pred
91,0.2049160599708557,
92,0.2049160599708557,
93,0.020787598565220833,
94,0.020787598565220833,
95,-0.16334086656570435,
96,0.020787598565220833,
97,0.020787598565220833,
98,0.2049160599708557,
99,0.38904452323913574,
100,0.38904452323913574,
101,0.2049160599708557,
102,0.020787598565220833,
103,0.020787598565220833,
104,0.38904452323913574,
105,0.5731729865074158,
106,0.38904452323913574,
107,0.5731729865074158,
108,0.2049160599708557,
109,0.2049160599708557,
110,-0.16334086656570435,
111,-0.16334086656570435,
112,-0.16334086656570435,
113,-0.16334086656570435,
114,0.020787598565220833,
115,0.020787598565220833,
116,0.020787598565220833,
117,0.020787598565220833,
118,-0.3474693298339844,
119,-0.5315977931022644,
120,-0.3474693298339844,
121,-0.7157262563705444,
122,-0.5315977931022644,
123,0.020787598565220833,
124,-0.16334086656570435,
125,-0.3474693298339844,
126,-0.5315977931022644,
127,0.2049160599708557,
128,-0.3474693298339844,
129,-0.5315977931022644,
130,-0.3474693298339844,
131,0.020787598565220833,
132,0.020787598565220833,
133,0.2049160599708557,
134,0.2049160599708557,
135,0.020787598565220833,
136,0.2049160599708557,
137,0.5731729865074158,
138,0.020787598565220833,
139,0.020787598565220833,
140,0.2049160599708557,
141,0.38904452323913574,
142,-0.3474693298339844,
143,-0.5315977931022644,
144,-0.3474693298339844,
145,-0.5315977931022644,
146,-0.3474693298339844,
147,-0.3474693298339844,
148,-0.5315977931022644,
149,-0.3474693298339844,
150,-0.5315977931022644,
151,-0.3474693298339844,
152,-0.3474693298339844,
153,-0.3474693298339844,
154,-0.5315977931022644,
155,-0.5315977931022644,
156,-0.3474693298339844,
157,0.020787598565220833,
158,-0.16334086656570435,
159,-0.5315977931022644,
160,0.020787598565220833,
161,-0.3474693298339844,
162,0.020787598565220833,
163,-0.16334086656570435,
164,0.2049160599708557,
165,0.2049160599708557,
166,0.020787598565220833,
167,0.2049160599708557,
168,0.020787598565220833,
169,0.020787598565220833,
170,-0.16334086656570435,
171,-0.16334086656570435,
172,-0.7157262563705444,
173,-0.16334086656570435,
174,-0.16334086656570435,
175,-0.3474693298339844,
176,0.020787598565220833,
177,-0.3474693298339844,
178,-0.5315977931022644,
179,-0.3474693298339844,
180,-0.16334086656570435,
181,-0.16334086656570435,
182,0.020787598565220833,
183,-0.16334086656570435,
184,-0.16334086656570435,
185,-0.16334086656570435,
186,0.2049160599708557,
187,0.020787598565220833,
188,0.020787598565220833,
189,-0.16334086656570435,
190,0.2049160599708557,
191,-0.16334086656570435,
192,-0.16334086656570435,
193,0.020787598565220833,
194,0.020787598565220833,
195,-0.3474693298339844,
196,-0.3474693298339844,
197,0.020787598565220833,
198,0.020787598565220833,
199,-0.16334086656570435,
200,-0.16334086656570435,
201,-0.16334086656570435,
202,0.020787598565220833,
203,0.020787598565220833,
204,-0.16334086656570435,
205,0.020787598565220833,
206,0.020787598565220833,
207,-0.7157262563705444,
208,-0.3474693298339844,
209,0.020787598565220833,
210,-0.16334086656570435,
211,0.020787598565220833,
212,0.2049160599708557,
213,0.020787598565220833,
214,-0.16334086656570435,
215,-0.16334086656570435,
216,-0.16334086656570435,
217,0.2049160599708557,
218,0.020787598565220833,
219,-0.3474693298339844,
220,0.020787598565220833,
221,0.020787598565220833,
222,0.2049160599708557,
223,0.020787598565220833,
224,0.020787598565220833,
225,-0.3474693298339844,
226,0.020787598565220833,
227,-0.16334086656570435,
228,-0.3474693298339844,
229,-0.3474693298339844,
230,-0.16334086656570435,
231,-0.16334086656570435,
232,0.020787598565220833,
233,0.020787598565220833,
234,0.020787598565220833,
235,0.020787598565220833,
236,-0.16334086656570435,
237,-0.16334086656570435,
238,-0.16334086656570435,
239,0.2049160599708557,
240,0.2049160599708557,
241,0.020787598565220833,
242,-0.16334086656570435,
243,0.020787598565220833,
244,0.020787598565220833,
245,0.38904452323913574,
246,0.38904452323913574,
247,0.2049160599708557,
248,0.2049160599708557,
249,0.2049160599708557,
250,0.2049160599708557,
251,0.020787598565220833,
252,0.020787598565220833,
253,0.2049160599708557,
254,0.7573014497756958,
255,0.020787598565220833,
256,0.7573014497756958,
257,0.2049160599708557,
258,0.2049160599708557,
259,0.2049160599708557,
260,0.38904452323913574,
261,-0.16334086656570435,
262,0.5731729865074158,
263,0.2049160599708557,
264,-0.3474693298339844,
265,-0.16334086656570435,
266,-0.3474693298339844,
267,0.020787598565220833,
268,-0.3474693298339844,
269,-0.3474693298339844,
270,-0.5315977931022644,
271,-0.16334086656570435,
272,-0.16334086656570435,
273,-0.16334086656570435,
274,-0.3474693298339844,
275,-0.16334086656570435,
276,-0.16334086656570435,
277,-0.16334086656570435,
278,-0.5315977931022644,
279,-0.16334086656570435,
280,0.020787598565220833,
281,-0.16334086656570435,
282,0.020787598565220833,
283,0.020787598565220833,
284,-0.16334086656570435,
285,-0.3474693298339844,
286,-0.3474693298339844,
287,-0.3474693298339844,
288,-0.3474693298339844,
289,-0.3474693298339844,
290,0.020787598565220833,
291,-0.16334086656570435,
292,-0.16334086656570435,
293,0.2049160599708557,
294,0.2049160599708557,
295,0.020787598565220833,
296,0.2049160599708557,
297,0.020787598565220833,
298,-0.3474693298339844,
299,-0.3474693298339844,
300,-0.16334086656570435,
301,-0.16334086656570435,
302,-0.3474693298339844,
303,-0.5315977931022644,
304,0.2049160599708557,
305,0.020787598565220833,
306,-0.16334086656570435,
307,0.020787598565220833,
308,-0.16334086656570435,
309,0.2049160599708557,
310,0.38904452323913574,
311,-0.3474693298339844,
312,0.2049160599708557,
313,0.2049160599708557,
314,0.020787598565220833,
315,-0.16334086656570435,
316,0.020787598565220833,
317,0.020787598565220833,
318,0.020787598565220833,
319,0.2049160599708557,
320,0.020787598565220833,
321,-0.16334086656570435,
322,-0.16334086656570435,
323,0.020787598565220833,
324,0.38904452323913574,
325,0.020787598565220833,
326,-0.16334086656570435,
327,0.2049160599708557,
328,0.38904452323913574,
329,0.020787598565220833,
330,0.5731729865074158,
331,-0.16334086656570435,
332,-0.3474693298339844,
333,0.020787598565220833,
334,-0.16334086656570435,
335,-0.16334086656570435,
336,0.38904452323913574,
337,-0.3474693298339844,
338,0.2049160599708557,
339,0.020787598565220833,
340,-0.3474693298339844,
341,-0.16334086656570435,
342,-0.16334086656570435,
343,-0.3474693298339844,
344,0.2049160599708557,
345,-0.16334086656570435,
346,0.2049160599708557,
347,-0.3474693298339844,
348,0.38904452323913574,
349,0.2049160599708557,
350,0.2049160599708557,
351,0.2049160599708557,
352,-0.3474693298339844,
353,-0.16334086656570435,
354,0.020787598565220833,
355,0.38904452323913574,
356,0.2049160599708557,
357,0.38904452323913574,
358,0.2049160599708557,
359,0.38904452323913574,
360,0.38904452323913574,
361,0.020787598565220833,
362,0.38904452323913574,
363,0.5731729865074158,
364,0.5731729865074158,
365,0.7573014497756958,
366,0.7573014497756958,
367,0.020787598565220833,
368,-0.16334086656570435,
369,0.2049160599708557,
370,0.2049160599708557,
371,0.38904452323913574,
372,0.5731729865074158,
373,0.38904452323913574,
374,0.020787598565220833,
375,0.020787598565220833,
376,0.2049160599708557,
377,-0.3474693298339844,
378,0.020787598565220833,
379,0.020787598565220833,
380,0.020787598565220833,
381,0.020787598565220833,
382,-0.16334086656570435,
383,0.020787598565220833,
384,0.020787598565220833,
385,-0.16334086656570435,
386,0.2049160599708557,
387,0.020787598565220833,
388,-0.5315977931022644,
389,-0.5315977931022644,
390,-0.3474693298339844,
391,-0.3474693298339844,
392,-0.3474693298339844,
393,-0.8998547196388245,
394,-0.5315977931022644,
395,-0.5315977931022644,
396,-0.5315977931022644,
397,-0.5315977931022644,
398,-0.5315977931022644,
399,-0.7157262563705444,
400,-0.7157262563705444,
401,-0.16334086656570435,
402,-0.5315977931022644,
403,-0.5315977931022644,
404,-0.3474693298339844,
405,-0.5315977931022644,
406,-0.16334086656570435,
407,-0.7157262563705444,
408,-0.7157262563705444,
409,-0.3474693298339844,
410,0.020787598565220833,
411,-0.7157262563705444,
412,-0.3474693298339844,
413,-0.5315977931022644,
414,0.020787598565220833,
415,0.020787598565220833,
416,-0.3474693298339844,
417,-0.3474693298339844,
418,0.020787598565220833,
419,-0.16334086656570435,
420,0.020787598565220833,
421,-0.3474693298339844,
422,-0.3474693298339844,
423,-0.16334086656570435,
424,-0.3474693298339844,
425,0.020787598565220833,
426,-0.3474693298339844,
427,-0.16334086656570435,
428,-0.3474693298339844,
429,-0.5315977931022644,
430,-0.3474693298339844,
431,-0.16334086656570435,
432,-0.3474693298339844,
433,-0.3474693298339844,
434,-0.16334086656570435,
435,-0.16334086656570435,
436,-0.5315977931022644,
437,-0.5315977931022644,
438,-0.5315977931022644,
439,-0.5315977931022644,
440,-0.3474693298339844,
441,-0.16334086656570435,
442,-0.5315977931022644,
443,-0.5315977931022644,
444,-0.7157262563705444,
445,0.020787598565220833,
446,-0.3474693298339844,
447,-0.16334086656570435,
448,-0.3474693298339844,
449,-0.16334086656570435,
450,0.2049160599708557,
451,0.020787598565220833,
452,0.020787598565220833,
453,-0.8998547196388245,
454,-0.16334086656570435,
455,-0.16334086656570435,
456,-0.5315977931022644,
457,-0.5315977931022644,
458,0.020787598565220833,
459,0.020787598565220833,
460,0.020787598565220833,
461,-0.16334086656570435,
462,-0.16334086656570435,
463,0.020787598565220833,
464,-0.16334086656570435,
465,-0.3474693298339844,
466,-0.16334086656570435,
467,-0.16334086656570435,
468,-0.3474693298339844,
469,-0.16334086656570435,
470,-0.3474693298339844,
471,-0.3474693298339844,
472,-0.16334086656570435,
473,0.2049160599708557,
474,-0.16334086656570435,
475,0.020787598565220833,
476,0.020787598565220833,
477,-0.3474693298339844,
478,-0.16334086656570435,
479,-0.16334086656570435,
480,-0.16334086656570435,
481,-0.16334086656570435,
482,-0.16334086656570435,
483,-0.3474693298339844,
484,-0.3474693298339844,
485,-0.16334086656570435,
486,0.020787598565220833,
487,-0.16334086656570435,
488,-0.3474693298339844,
489,-0.16334086656570435,
490,0.020787598565220833,
491,0.2049160599708557,
492,0.020787598565220833,
493,-0.16334086656570435,
494,-0.16334086656570435,
495,-0.16334086656570435,
496,-0.5315977931022644,
497,-0.5315977931022644,
498,-0.3474693298339844,
499,0.020787598565220833,
500,0.020787598565220833,
501,-0.16334086656570435,
502,-0.16334086656570435,
503,0.020787598565220833,
504,-0.16334086656570435,
505,0.020787598565220833,
506,-0.5315977931022644,
507,-0.7157262563705444,
508,-0.7157262563705444,
509,-1.2681115865707397,
510,-0.5315977931022644,
511,-0.5315977931022644,
512,-0.16334086656570435,-0.5625717043876648
513,-0.3474693298339844,-0.5547961592674255
514,-0.3474693298339844,-0.5418370366096497
515,-0.3474693298339844,-0.5236941576004028
516,-0.16334086656570435,-0.4925921559333801
517,-0.3474693298339844,-0.471857488155365
518,-0.5315977931022644,-0.45112282037734985
519,0.020787598565220833,-0.4329799711704254
520,-0.16334086656570435,-0.4122453033924103
521,0.020787598565220833,-0.3850310742855072
522,0.020787598565220833,-0.36948007345199585
523,0.2049160599708557,-0.3461535573005676
524,0.020787598565220833,-0.3344903290271759
525,0.020787598565220833,-0.32930663228034973
526,-0.16334086656570435,-0.34744948148727417
527,0.2049160599708557,-0.36040863394737244
528,-0.16334086656570435,-0.36948007345199585
529,0.020787598565220833,-0.36948007345199585
530,-0.16334086656570435,-0.3811433017253876
531,0.020787598565220833,-0.37725555896759033
532,-0.16334086656570435,-0.3681841492652893
533,-0.3474693298339844,-0.37077596783638
534,-0.3474693298339844,-0.3733678162097931
535,-0.16334086656570435,-0.36688822507858276
536,-0.16334086656570435,-0.3798474073410034
537,0.2049160599708557,-0.3785514831542969
538,0.2049160599708557,-0.39151063561439514
539,0.020787598565220833,-0.3928065598011017
540,-0.16334086656570435,-0.3811433017253876
541,0.020787598565220833,-0.3811433017253876
542,0.2049160599708557,-0.37077596783638
543,-0.16334086656570435,-0.3630004823207855
544,0.2049160599708557,-0.3513372242450714
545,0.2049160599708557,-0.33837807178497314
546,0.020787598565220833,-0.3150515556335449
547,0.020787598565220833,-0.30986788868904114
548,0.020787598565220833,-0.30727607011795044
549,0.020787598565220833,-0.3059801459312439
550,0.020787598565220833,-0.31893932819366455
551,0.020787598565220833,-0.3254188895225525
552,0.020787598565220833,-0.32671481370925903
553,0.020787598565220833,-0.33578622341156006
554,-0.16334086656570435,-0.3111638128757477
555,-0.3474693298339844,-0.3124597370624542
556,-0.5315977931022644,-0.3033883273601532
557,-0.7157262563705444,-0.2982046604156494
558,-0.7157262563705444,-0.2865414023399353
559,-0.3474693298339844,-0.2839495539665222
560,0.2049160599708557,-0.2943168878555298
561,0.2049160599708557,-0.3318984806537628
562,0.2049160599708557,-0.3461535573005676
563,0.2049160599708557,-0.36429640650749207
564,0.38904452323913574,-0.3928065598011017
565,0.38904452323913574,-0.3811433017253876
566,-0.16334086656570435,-0.38373515009880066
567,0.020787598565220833,-0.3759596645832062
568,0.2049160599708557,-0.3681841492652893
569,0.38904452323913574,-0.3539290726184845
570,0.2049160599708557,-0.34356173872947693
571,0.38904452323913574,-0.34485766291618347
572,0.2049160599708557,-0.3539290726184845
573,0.2049160599708557,-0.37207189202308655
574,0.020787598565220833,-0.4044698178768158
575,-0.16334086656570435,-0.4122453033924103
576,0.2049160599708557,-0.4329799711704254
577,0.020787598565220833,-0.427796334028244
578,0.020787598565220833,-0.4044698178768158
579,0.020787598565220833,-0.3876228928565979
580,-0.5315977931022644,-0.3655923306941986
581,-0.16334086656570435,-0.3422658145427704
582,0.020787598565220833,-0.2943168878555298
583,-0.3474693298339844,-0.28265365958213806
584,-0.5315977931022644,-0.2645108103752136
585,-0.16334086656570435,-0.27358222007751465
586,-0.3474693298339844,-0.2528475522994995
587,-0.3474693298339844,-0.2385924756526947
588,-0.16334086656570435,-0.24895980954170227
589,-0.3474693298339844,-0.2314649522304535
590,-0.16334086656570435,-0.2243373990058899
591,-0.16334086656570435,-0.2217455506324768
592,-0.3474693298339844,-0.21332210302352905
593,-0.16334086656570435,-0.21591395139694214
594,-0.16334086656570435,-0.1906435638666153
595,-0.16334086656570435,-0.19841906428337097
596,-0.3474693298339844,-0.20165884494781494
597,-0.3474693298339844,-0.22498536109924316
598,-0.16334086656570435,-0.25155165791511536
599,-0.3474693298339844,-0.2943168878555298
600,0.020787598565220833,-0.32671481370925903
601,-0.16334086656570435,-0.34744948148727417
602,-0.3474693298339844,-0.34356173872947693
603,-0.5315977931022644,-0.32930663228034973
604,-0.16334086656570435,-0.3306025564670563
605,-0.3474693298339844,-0.31893932819366455
606,0.020787598565220833,-0.31375566124916077
607,0.2049160599708557,-0.317643404006958
