time_step,feat0_actual,feat0_pred,feat1_actual,feat1_pred,feat2_actual,feat2_pred,feat3_actual,feat3_pred,feat4_actual,feat4_pred,feat5_actual,feat5_pred,feat6_actual,feat6_pred,feat7_actual,feat7_pred
18,-0.3862668573856354,,-1.1557918787002563,,0.6787712574005127,,0.8309520483016968,,-0.5434536337852478,,1.0275158882141113,,-0.11865198612213135,,-0.3356860280036926,
19,-0.17811313271522522,,-1.1865922212600708,,0.6805537343025208,,0.9150237441062927,,-0.6291634440422058,,1.0223852396011353,,0.11450038850307465,,-0.3356860280036926,
20,0.03004060685634613,,-1.1811108589172363,,0.6769887804985046,,0.7889162302017212,,-0.6392927765846252,,1.0041950941085815,,-0.06944774836301804,,-0.3356860280036926,
21,0.03004060685634613,,-1.1098524332046509,,0.6769887804985046,,0.9150237441062927,,-0.6424095034599304,,1.0333460569381714,,-0.26853564381599426,,-0.3356860280036926,
22,0.03004060685634613,,-1.0558212995529175,,0.6805537343025208,,0.7468803524971008,,-0.5200782418251038,,0.9799414873123169,,-0.5448363423347473,,-0.3356860280036926,
23,0.44634807109832764,,-0.8488324880599976,,0.6787712574005127,,0.7889162302017212,,-0.2372358739376068,,0.6247661709785461,,-0.8393048048019409,,-0.3356860280036926,
24,0.23819434642791748,,-0.3732542395591736,,0.6734237670898438,,0.7889162302017212,,0.49831005930900574,,-0.3973832130432129,,-1.0346077680587769,,-0.3356860280036926,
25,0.23819434642791748,,0.24379681050777435,,0.6805537343025208,,0.7468803524971008,,1.2011305093765259,,-0.8220544457435608,,-1.0868399143218994,,-0.3356860280036926,
26,0.03004060685634613,,0.4077173173427582,,0.6805537343025208,,0.8729879260063171,,1.5252693891525269,,-0.8220544457435608,,-1.1572397947311401,,-0.32657143473625183,
27,0.23819434642791748,,0.36177781224250793,,0.6787712574005127,,0.7889162302017212,,1.3444995880126953,,-0.8220544457435608,,-1.1754075288772583,,-0.27188387513160706,
28,0.44634807109832764,,0.3014822006225586,,0.6752062439918518,,0.9150237441062927,,1.1956762075424194,,-0.8220544457435608,,-1.2117429971694946,,-0.016675209626555443,
29,0.03004060685634613,,0.29600077867507935,,0.6805537343025208,,0.7889162302017212,,0.6510293483734131,,-0.8220544457435608,,-1.2132569551467896,,-0.25821197032928467,
30,0.23819434642791748,,0.10676135867834091,,0.6787712574005127,,0.7889162302017212,,0.46714287996292114,,-0.8220544457435608,,-1.254891276359558,,-0.09414926916360855,
31,-0.17811313271522522,,0.06473715603351593,,0.6841186881065369,,0.8309520483016968,,0.051060739904642105,,-0.8220544457435608,,-1.2753300666809082,,-0.12149305641651154,
32,-0.17811313271522522,,-0.06838299334049225,,0.6805537343025208,,0.9150237441062927,,-0.1351632922887802,,-0.8220544457435608,,-1.2723020315170288,,-0.3356860280036926,
33,-0.3862668573856354,,-0.09709518402814865,,0.6752062439918518,,0.8729879260063171,,-0.18580998480319977,,-0.8220544457435608,,-1.3078805208206177,,-0.3356860280036926,
34,-0.17811313271522522,,-0.06055239960551262,,0.6769887804985046,,0.8729879260063171,,-0.42112234234809875,,-0.8220544457435608,,-1.2647321224212646,,-0.3356860280036926,
35,-0.8025743365287781,,-0.03497244790196419,,0.6769887804985046,,0.7889162302017212,,-0.40475958585739136,,-0.8220544457435608,,-1.2389945983886719,,-0.31745684146881104,
36,-0.3862668573856354,,-0.04306406527757645,,0.6769887804985046,,0.8309520483016968,,-0.4148889183998108,,-0.8220544457435608,,-1.2261258363723755,,-0.3356860280036926,
37,-0.5944206118583679,,0.06238797679543495,,0.6769887804985046,,0.8309520483016968,,0.2427390217781067,,-0.8220544457435608,,-1.173136591911316,,-0.3356860280036926,
38,-0.3862668573856354,,0.1631416529417038,,0.6752062439918518,,0.8309520483016968,,0.7063511610031128,,-0.8220544457435608,,-1.1579968929290771,,-0.3356860280036926,
39,-0.5944206118583679,,0.29782792925834656,,0.6769887804985046,,0.8729879260063171,,1.0359443426132202,,-0.7880061268806458,,-1.1050076484680176,,-0.14883683621883392,
40,-0.3862668573856354,,-0.005216178484261036,,0.6752062439918518,,0.8309520483016968,,0.3993542194366455,,-0.014689370058476925,,-1.1209044456481934,,-0.29011306166648865,
41,-0.5944206118583679,,-0.32418251037597656,,0.6805537343025208,,0.7889162302017212,,-0.21931472420692444,,0.8236923217773438,,-1.159510850906372,,-0.3356860280036926,
42,-0.5944206118583679,,-0.48418769240379333,,0.6805537343025208,,0.7889162302017212,,-0.5753999948501587,,1.015389084815979,,-1.150426983833313,,-0.3356860280036926,
43,-0.3862668573856354,,-0.4703536629676819,,0.6787712574005127,,0.8309520483016968,,-0.6478637456893921,,0.9951000213623047,,-1.1966031789779663,,-0.3356860280036926,
44,-0.5944206118583679,,-0.4956725835800171,,0.6752062439918518,,0.7889162302017212,,-0.7491571307182312,,0.9808743000030518,,-1.083055019378662,,-0.3356860280036926,
45,0.03004060685634613,,-0.5021981000900269,,0.6752062439918518,,0.7889162302017212,,-0.7631824016571045,,1.016788363456726,,-1.2344526052474976,,-0.3356860280036926,
46,0.03004060685634613,,-0.5664089918136597,,0.6769887804985046,,0.5787370204925537,,-0.7094189524650574,,1.0111913681030273,,-1.237480640411377,,-0.3356860280036926,
47,0.23819434642791748,,-0.32835882902145386,,0.6716412901878357,,0.7889162302017212,,-0.37982580065727234,,0.679803192615509,,-1.2821428775787354,,-0.3356860280036926,
48,0.23819434642791748,,0.13390743732452393,,0.6734237670898438,,0.8309520483016968,,0.3120860457420349,,-0.3675326406955719,,-1.2851709127426147,,-0.3356860280036926,
49,0.03004060685634613,,0.8034234642982483,,0.6769887804985046,,0.7889162302017212,,1.1333417892456055,,-0.8033978343009949,,-1.3472439050674438,,-0.10326386243104935,
50,0.23819434642791748,,0.9234926700592041,,0.6752062439918518,,0.8309520483016968,,1.2852818965911865,,-0.8092280030250549,,-1.2934976816177368,,-0.13060764968395233,
51,0.44634807109832764,,0.9086145162582397,,0.6752062439918518,,0.8309520483016968,,1.4699475765228271,,-0.8087615966796875,,-1.2291537523269653,,-0.27188387513160706,
52,0.6545017957687378,,0.8018573522567749,,0.6769887804985046,,0.7889162302017212,,1.4457930326461792,,-0.8115600943565369,,-1.1897903680801392,,-0.22175359725952148,
53,1.2789629697799683,,0.6389809250831604,,0.6734237670898438,,0.7889162302017212,,0.8832250237464905,,-0.8220544457435608,,-1.1034936904907227,,-0.31745684146881104,
54,0.862655520439148,,0.46148741245269775,,0.6734237670898438,,0.8309520483016968,,0.5427233576774597,,-0.8220544457435608,,-1.0505045652389526,,-0.3356860280036926,
55,0.862655520439148,,0.29965507984161377,,0.6787712574005127,,0.8309520483016968,,0.06041090190410614,,-0.8220544457435608,,-1.0338507890701294,,-0.3356860280036926,
56,0.6545017957687378,,0.12424969673156738,,0.6787712574005127,,0.7889162302017212,,-0.13983836770057678,,-0.8220544457435608,,-0.9816185832023621,,-0.3356860280036926,
57,0.6545017957687378,,0.07439488917589188,,0.6716412901878357,,0.8309520483016968,,-0.4452769458293915,,-0.8220544457435608,,-0.9422551989555359,,-0.3356860280036926,
58,0.44634807109832764,,-0.005738218314945698,,0.6716412901878357,,-1.228804111480713,,-0.5239741206169128,,-0.8220544457435608,,-0.9483110904693604,,-0.3356860280036926,
59,0.44634807109832764,,-0.05585404112935066,,0.6716412901878357,,-1.3549116849899292,,-0.5192990303039551,,-0.8220544457435608,,-1.05428946018219,,-0.3356860280036926,
60,0.6545017957687378,,-0.06916605681180954,,0.6698588132858276,,-1.228804111480713,,-0.4312517046928406,,-0.8220544457435608,,-1.0338507890701294,,-0.3356860280036926,
61,0.44634807109832764,,0.024801110848784447,,0.6752062439918518,,-1.2708399295806885,,0.009764199145138264,,-0.8220544457435608,,-1.2283967733383179,,-0.3356860280036926,
62,0.44634807109832764,,0.15035168826580048,,0.6734237670898438,,-0.9765890836715698,,0.46480533480644226,,-0.8220544457435608,,-1.0936528444290161,,-0.08047737181186676,
63,0.44634807109832764,,0.25214943289756775,,0.6734237670898438,,0.07430693507194519,,0.5707738399505615,,-0.7852076292037964,,-1.1171194314956665,,-0.012117911130189896,
64,0.44634807109832764,,0.08483568578958511,,0.6752062439918518,,0.7889162302017212,,-0.015948742628097534,,-0.0051278541795909405,,-1.105764627456665,,-0.27188387513160706,
65,0.03004060685634613,,-0.4348549544811249,,0.6769887804985046,,0.8309520483016968,,-0.4437185823917389,,0.8348863124847412,,-1.1799495220184326,,-0.3356860280036926,
66,-0.17811313271522522,,-0.6418437361717224,,0.6734237670898438,,0.8729879260063171,,-0.6392927765846252,,1.0128238201141357,,-1.1897903680801392,,-0.3356860280036926,
67,-0.17811313271522522,,-0.7794012427330017,,0.6734237670898438,,0.7889162302017212,,-0.8177250027656555,,1.0067603588104248,,-1.1981172561645508,,-0.23086819052696228,
68,-0.17811313271522522,,-0.8376086354255676,,0.6752062439918518,,0.8729879260063171,,-0.8457754850387573,,0.9937007427215576,,-1.1640527248382568,,-0.23086819052696228,
69,-0.17811313271522522,,-0.8389137387275696,,0.6734237670898438,,0.6628087162971497,,-0.8543464541435242,,1.0086259841918945,,-1.1678377389907837,,-0.3356860280036926,
70,-0.3862668573856354,,-0.8587512373924255,,0.6734237670898438,,0.8309520483016968,,-0.7779868245124817,,0.9724788665771484,,-1.1685947179794312,,-0.3356860280036926,
71,-0.17811313271522522,,-0.5828531980514526,,0.6734237670898438,,0.8729879260063171,,-0.33541256189346313,,0.6408575177192688,,-1.2079581022262573,,-0.3356860280036926,
72,-0.3862668573856354,,-0.04123692587018013,,0.6716412901878357,,0.8309520483016968,,0.6720672249794006,,-0.3505084812641144,,-1.2132569551467896,,-0.12605035305023193,
73,-0.5944206118583679,,0.6744796633720398,,0.6698588132858276,,0.8309520483016968,,1.3974838256835938,,-0.7749465107917786,,-1.2495924234390259,,-0.10326386243104935,
74,-0.3862668573856354,,0.8206508159637451,,0.6716412901878357,,0.7048445343971252,,1.732531189918518,,-0.8220544457435608,,-1.1996312141418457,,-0.012117911130189896,
75,-0.3862668573856354,,0.7462601065635681,,0.6716412901878357,,0.49466532468795776,,1.5392946004867554,,-0.8220544457435608,,-1.1920613050460815,,-0.2126390039920807,
76,-0.17811313271522522,,0.6515098810195923,,0.6734237670898438,,-1.312875747680664,,1.0671114921569824,,-0.8220544457435608,,-1.1693516969680786,,-0.3356860280036926,
77,-0.3862668573856354,,0.5481460094451904,,0.6752062439918518,,-1.228804111480713,,0.518568754196167,,-0.8220544457435608,,-1.1769214868545532,,-0.3356860280036926,
78,-0.17811313271522522,,0.37978819012641907,,0.6698588132858276,,-1.1867682933807373,,0.13521218299865723,,-0.8220544457435608,,-1.1769214868545532,,-0.1807379275560379,
79,0.23819434642791748,,0.18532834947109222,,0.6734237670898438,,-1.1447324752807617,,-0.028415622189641,,-0.8220544457435608,,-1.1897903680801392,,-0.3311287462711334,
80,-0.17811313271522522,,0.02584519051015377,,0.6716412901878357,,-1.1867682933807373,,-0.06971216201782227,,-0.8220544457435608,,-1.192818284034729,,-0.3220141530036926,
81,-0.17811313271522522,,-0.045413244515657425,,0.6680763363838196,,-1.1867682933807373,,-0.3081412613391876,,-0.8220544457435608,,-1.1950892210006714,,-0.3356860280036926,
82,0.03004060685634613,,-0.062118519097566605,,0.6716412901878357,,-1.2708399295806885,,-0.4273557960987091,,-0.8220544457435608,,-1.1905473470687866,,-0.3356860280036926,
83,0.44634807109832764,,-0.10414272546768188,,0.6716412901878357,,-1.2708399295806885,,-0.45228955149650574,,-0.8220544457435608,,-1.1360441446304321,,-0.3356860280036926,
84,0.44634807109832764,,-0.0991833433508873,,0.6734237670898438,,-1.1447324752807617,,-0.31671223044395447,,-0.8220544457435608,,-1.1549688577651978,,-0.3356860280036926,
85,0.44634807109832764,,-0.0730813518166542,,0.6752062439918518,,-1.1026965379714966,,0.1094992384314537,,-0.8220544457435608,,-1.2041730880737305,,-0.31745684146881104,
86,-0.17811313271522522,,0.17279939353466034,,0.6787712574005127,,-1.1447324752807617,,0.5279189348220825,,-0.8220544457435608,,-1.2208268642425537,,-0.27188387513160706,
87,-0.17811313271522522,,0.3547302782535553,,0.6805537343025208,,-1.312875747680664,,0.8138779997825623,,-0.7870733141899109,,-1.2745729684829712,,-0.07136277854442596,
88,0.6545017957687378,,0.1328633576631546,,0.6769887804985046,,-1.3549116849899292,,0.10326579958200455,,0.015161216259002686,,-1.2730590105056763,,-0.3356860280036926,
89,0.03004060685634613,,-0.3466302156448364,,0.6787712574005127,,-1.312875747680664,,-0.44839364290237427,,0.8472462892532349,,-1.3086374998092651,,-0.030347101390361786,
90,-0.17811313271522522,,-0.48105546832084656,,0.6787712574005127,,-1.1867682933807373,,-0.7795451879501343,,1.015389084815979,,-1.2912267446517944,,-0.3356860280036926,
91,0.03004060685634613,,-0.6342741250991821,,0.6787712574005127,,-1.312875747680664,,-0.8675925135612488,,1.0041950941085815,,-1.3585987091064453,,-0.2035244107246399,
92,0.03004060685634613,,-0.7352888584136963,,0.6787712574005127,,-1.1447324752807617,,-0.8948637843132019,,0.9906690716743469,,-1.2912267446517944,,-0.3356860280036926,
93,-0.17811313271522522,,-0.7433804869651794,,0.6769887804985046,,-1.3549116849899292,,-0.8956429958343506,,1.0226185321807861,,-1.2828998565673828,,-0.28099846839904785,
94,-0.17811313271522522,,-0.6658575534820557,,0.6769887804985046,,-1.3969475030899048,,-0.8301918506622314,,0.9930011034011841,,-1.419914722442627,,-0.3356860280036926,
95,-0.3862668573856354,,-0.5825921893119812,,0.6769887804985046,,-1.3969475030899048,,-0.17412228882312775,,0.6616129875183105,,-1.376009464263916,,-0.3356860280036926,
96,-0.17811313271522522,,-0.02479267120361328,,0.6769887804985046,,-1.4389833211898804,,0.6167454123497009,,-0.3502752482891083,,-1.3154504299163818,,-0.3356860280036926,
97,-0.17811313271522522,,0.6739575862884521,,0.6734237670898438,,-1.312875747680664,,1.2400894165039062,,-0.8220544457435608,,-1.2844138145446777,,-0.3356860280036926,
98,0.03004060685634613,,0.7329481244087219,,0.6752062439918518,,-1.4389833211898804,,1.4395595788955688,,-0.8220544457435608,,-1.2723020315170288,,-0.3356860280036926,
99,0.23819434642791748,,0.6337605714797974,,0.6734237670898438,,-1.4389833211898804,,1.2681399583816528,,-0.8220544457435608,,-1.2776010036468506,,-0.14427953958511353,
100,0.23819434642791748,,0.6515098810195923,,0.6752062439918518,,-1.312875747680664,,1.0499695539474487,,-0.8220544457435608,,-1.1791925430297852,,-0.3356860280036926,
101,0.03004060685634613,,0.4578331410884857,,0.6734237670898438,,-1.2708399295806885,,0.5427233576774597,,-0.8220544457435608,,-1.0944098234176636,,-0.3356860280036926,
102,-0.17811313271522522,,0.2855599820613861,,0.6752062439918518,,-1.3549116849899292,,0.28013965487480164,,-0.8220544457435608,,-1.0671582221984863,,-0.3356860280036926,
103,-0.17811313271522522,,0.12398867309093475,,0.6734237670898438,,-1.3549116849899292,,0.1827421635389328,,-0.8220544457435608,,-1.0194679498672485,,-0.29467037320137024,
104,0.23819434642791748,,0.15531106293201447,,0.6734237670898438,,-1.312875747680664,,0.06742352247238159,,-0.8220544457435608,,-1.1254463195800781,,-0.14883683621883392,
105,0.44634807109832764,,0.0796152874827385,,0.6734237670898438,,-1.3969475030899048,,-0.1834724396467209,,-0.8220544457435608,,-1.1511839628219604,,-0.3356860280036926,
106,0.23819434642791748,,0.08796792477369308,,0.6752062439918518,,-1.2708399295806885,,-0.43514758348464966,,-0.8220544457435608,,-1.2518633604049683,,-0.3356860280036926,
107,0.44634807109832764,,0.03602496534585953,,0.6769887804985046,,-1.228804111480713,,-0.6018921136856079,,-0.8220544457435608,,-1.1882764101028442,,-0.3356860280036926,
108,0.03004060685634613,,0.007051757071167231,,0.6716412901878357,,-1.228804111480713,,-0.46475642919540405,,-0.8220544457435608,,-1.1958461999893188,,-0.3356860280036926,
109,0.03004060685634613,,-0.028707969933748245,,0.6752062439918518,,-1.2708399295806885,,-0.4561854600906372,,-0.8220544457435608,,-1.1421000957489014,,-0.28555577993392944,
110,-0.3862668573856354,,-0.062379539012908936,,0.6769887804985046,,-1.1867682933807373,,-0.30736207962036133,,-0.8220544457435608,,-1.0262808799743652,,-0.3356860280036926,
111,-0.3862668573856354,,0.07569999247789383,,0.6769887804985046,,-1.2708399295806885,,-0.2847658395767212,,-0.8220544457435608,,-0.8938079476356506,,-0.16250872611999512,
112,-0.3862668573856354,,0.17645367980003357,,0.6769887804985046,,-1.3969475030899048,,-0.3299582898616791,,-0.6718686819076538,,-0.9028918147087097,,-0.09870656579732895,
113,-0.3862668573856354,,0.19994546473026276,,0.6752062439918518,,-1.312875747680664,,-0.21541883051395416,,-0.5326436758041382,,-0.7946425080299377,,-0.08959197252988815,
114,-0.17811313271522522,,0.10101892054080963,,0.6787712574005127,,-0.7664098739624023,,-0.48034003376960754,,-0.3421129882335663,,-0.6273480653762817,,-0.07592007517814636,
115,-0.17811313271522522,,0.12973111867904663,,0.6752062439918518,,0.4526295065879822,,-0.2785324156284332,,-0.2905740737915039,,-0.5963115692138672,,-0.3356860280036926,
116,-0.17811313271522522,,0.13547354936599731,,0.6752062439918518,,0.7048445343971252,,-0.34787943959236145,,-0.22504271566867828,,-0.5690599679946899,,-0.3356860280036926,
117,-0.17811313271522522,,0.1835012137889862,,0.6752062439918518,,0.6207728385925293,,-0.46709397435188293,,-0.4608156979084015,,-0.3275807499885559,,-0.3356860280036926,
118,-0.5944206118583679,,0.2466680258512497,,0.6805537343025208,,0.6207728385925293,,-0.5161823034286499,,-0.5860482454299927,,-0.1920798420906067,,-0.3356860280036926,
119,-0.8025743365287781,,0.26154616475105286,,0.6752062439918518,,0.8309520483016968,,-0.1951601505279541,,-0.694256603717804,,-0.0929143875837326,,-0.3356860280036926,
120,-0.5944206118583679,,0.18558937311172485,,0.6716412901878357,,0.8309520483016968,,0.26143935322761536,,-0.7863736748695374,,-0.341963529586792,,-0.3356860280036926,
121,-1.010728120803833,,0.210386261343956,,0.6734237670898438,,0.8309520483016968,,0.9440010190010071,,-0.8220544457435608,,-0.19510780274868011,,-0.3356860280036926,
122,-0.8025743365287781,,0.20673198997974396,,0.6752062439918518,,0.7889162302017212,,0.8442659974098206,,-0.8220544457435608,,-0.45248380303382874,,-0.27188387513160706,
123,-0.17811313271522522,,0.2534545361995697,,0.6734237670898438,,0.8309520483016968,,0.5076602101325989,,-0.8220544457435608,,-0.7333264350891113,,-0.1852952241897583,
124,-0.3862668573856354,,0.3260180950164795,,0.6769887804985046,,0.8309520483016968,,0.4196128845214844,,-0.8220544457435608,,-0.8900229930877686,,-0.32657143473625183,
125,-0.5944206118583679,,0.3202756345272064,,0.6787712574005127,,0.7468803524971008,,0.2107926458120346,,-0.8220544457435608,,-0.9044057726860046,,-0.22631089389324188,
126,-0.8025743365287781,,0.27903449535369873,,0.6769887804985046,,0.8309520483016968,,-0.1359424591064453,,-0.8220544457435608,,-0.8710982799530029,,-0.3356860280036926,
127,0.03004060685634613,,0.13756170868873596,,0.6787712574005127,,0.8309520483016968,,-0.08841248601675034,,-0.8220544457435608,,-0.8824531435966492,,-0.1761806309223175,
128,-0.5944206118583679,,-0.07751869410276413,,0.6752062439918518,,0.8309520483016968,,-0.4000844955444336,,-0.8220544457435608,,-0.9112186431884766,,-0.32657143473625183,
129,-0.8025743365287781,,-0.34349796175956726,,0.6716412901878357,,0.8309520483016968,,-0.5644914507865906,,-0.8220544457435608,,-0.8059973120689392,,-0.3356860280036926,
130,-0.5944206118583679,,-0.4899301528930664,,0.6752062439918518,,0.8309520483016968,,-0.6595514416694641,,-0.8220544457435608,,-0.5486212968826294,,-0.3356860280036926,
131,-0.17811313271522522,,-0.5838972926139832,,0.6752062439918518,,0.8309520483016968,,-0.722665011882782,,-0.8220544457435608,,-0.47367948293685913,,-0.3356860280036926,
132,-0.17811313271522522,,-0.6486302614212036,,0.6734237670898438,,0.8309520483016968,,-0.7039647102355957,,-0.8220544457435608,,-0.44339993596076965,,-0.26732656359672546,
133,0.03004060685634613,,-0.6995291113853455,,0.6769887804985046,,0.8309520483016968,,-0.612800657749176,,-0.8220544457435608,,-0.23371419310569763,,-0.3356860280036926,
134,0.03004060685634613,,-0.7425974011421204,,0.6769887804985046,,0.8309520483016968,,-0.2239898145198822,,-0.8220544457435608,,-0.22084540128707886,,-0.3356860280036926,
135,-0.17811313271522522,,-0.7070987224578857,,0.6734237670898438,,0.7468803524971008,,-0.09698346257209778,,-0.8220544457435608,,-0.2904883027076721,,-0.1670660376548767,
136,0.03004060685634613,,-0.9216570854187012,,0.6769887804985046,,0.7889162302017212,,-0.11724214255809784,,-0.37009790539741516,,-0.25112491846084595,,-0.3356860280036926,
137,0.44634807109832764,,-0.9822136759757996,,0.6716412901878357,,0.7468803524971008,,-0.386838436126709,,0.06833257526159286,,-0.10654017329216003,,-0.13972224295139313,
138,-0.17811313271522522,,-1.0145801305770874,,0.6734237670898438,,0.8309520483016968,,-0.7016271352767944,,0.5083954930305481,,-0.12092295289039612,,-0.3356860280036926,
139,-0.17811313271522522,,-1.0542551279067993,,0.6716412901878357,,0.8309520483016968,,-0.7585073113441467,,0.5368468761444092,,0.13796702027320862,,-0.3356860280036926,
140,0.03004060685634613,,-0.9446268081665039,,0.6662937998771667,,0.8309520483016968,,-0.7935703992843628,,0.4095154404640198,,0.11222942173480988,,-0.12149305641651154,
141,0.23819434642791748,,-0.9861289858818054,,0.6680763363838196,,0.7889162302017212,,-0.7951287627220154,,0.37779921293258667,,0.18262933194637299,,-0.14427953958511353,
142,-0.5944206118583679,,-0.9067789316177368,,0.6698588132858276,,0.7889162302017212,,-0.8169457912445068,,0.4113810956478119,,0.33478397130966187,,-0.3356860280036926,
143,-0.8025743365287781,,-0.8879854679107666,,0.6645113229751587,,0.8309520483016968,,-0.36190468072891235,,0.15998320281505585,,0.2583281695842743,,-0.3356860280036926,
144,-0.5944206118583679,,-0.4317227005958557,,0.6609463691711426,,0.6628087162971497,,0.12196612358093262,,-0.5135206580162048,,0.2651410400867462,,-0.22631089389324188,
145,-0.8025743365287781,,0.11406991630792618,,0.6645113229751587,,0.6207728385925293,,0.8847833871841431,,-0.8220544457435608,,0.2969345450401306,,-0.25365468859672546,
146,-0.5944206118583679,,0.12659887969493866,,0.6662937998771667,,0.7889162302017212,,0.7842691540718079,,-0.8220544457435608,,0.5081342458724976,,-0.26276928186416626,
147,-0.5944206118583679,,0.034980885684490204,,0.6645113229751587,,0.7468803524971008,,0.6034993529319763,,-0.8220544457435608,,0.6050287485122681,,-0.3220141530036926,
148,-0.8025743365287781,,0.02532315067946911,,0.6680763363838196,,0.8309520483016968,,0.30429425835609436,,-0.8220544457435608,,0.4422762989997864,,-0.3356860280036926,
149,-0.5944206118583679,,-0.07934582978487015,,0.6680763363838196,,0.7468803524971008,,0.030802059918642044,,-0.8220544457435608,,0.6390932202339172,,-0.3356860280036926,
150,-0.8025743365287781,,-0.27589380741119385,,0.6680763363838196,,0.8729879260063171,,-0.004261041525751352,,-0.8220544457435608,,0.8427230715751648,,-0.10782115906476974,
151,-0.5944206118583679,,-0.32000619173049927,,0.6698588132858276,,0.8729879260063171,,-0.3883967995643616,,-0.8220544457435608,,0.9381036162376404,,-0.3356860280036926,
152,-0.5944206118583679,,-0.5225576162338257,,0.6680763363838196,,0.8309520483016968,,-0.722665011882782,,-0.8220544457435608,,0.7662672400474548,,-0.3356860280036926,
153,-0.5944206118583679,,-0.7488619089126587,,0.6662937998771667,,0.7889162302017212,,-0.827854335308075,,-0.8220544457435608,,0.972925066947937,,-0.3356860280036926,
154,-0.8025743365287781,,-0.577110767364502,,0.6698588132858276,,0.8309520483016968,,-1.0764127969741821,,-0.8220544457435608,,0.5225170254707336,,-0.13516494631767273,
155,-0.8025743365287781,,-0.48836401104927063,,0.6698588132858276,,0.8309520483016968,,-1.092775583267212,,-0.8220544457435608,,0.4475752115249634,,-0.3356860280036926,
156,-0.5944206118583679,,-0.4095360040664673,,0.6680763363838196,,0.8309520483016968,,-0.9727818369865417,,-0.8220544457435608,,-0.06944774836301804,,-0.3356860280036926,
157,-0.17811313271522522,,-0.33853858709335327,,0.6698588132858276,,0.8309520483016968,,-0.2832074761390686,,-0.8220544457435608,,-0.4797353744506836,,-0.3356860280036926,
158,-0.3862668573856354,,0.04020128399133682,,0.6680763363838196,,0.8309520483016968,,0.042489759624004364,,-0.8220544457435608,,-0.6099373698234558,,-0.3356860280036926,
