time_step,coal_actual,coal_pred,nat_gas_actual,nat_gas_pred,nuclear_actual,nuclear_pred,oil_actual,oil_pred,hydro_actual,hydro_pred,solar_actual,solar_pred,wind_actual,wind_pred,other_actual,other_pred
0,-0.7157262563705444,,-0.49714958667755127,,0.6673315167427063,,0.7549332976341248,,0.43349623680114746,,-0.5396267175674438,,0.45955759286880493,,-0.367556631565094,
1,-0.3474693298339844,,0.12490282207727432,,0.6691457033157349,,0.7126014828681946,,1.1710792779922485,,-0.820018470287323,,0.22187599539756775,,-0.367556631565094,
2,-0.3474693298339844,,0.1540306806564331,,0.6691457033157349,,0.8395969867706299,,1.3393279314041138,,-0.820018470287323,,0.3062146306037903,,-0.31822633743286133,
3,-0.5315977931022644,,-0.06887143850326538,,0.6655173301696777,,0.8395969867706299,,1.2922821044921875,,-0.820018470287323,,0.31158164143562317,,-0.2524526119232178,
4,-0.5315977931022644,,-0.1668693870306015,,0.6673315167427063,,0.7549332976341248,,1.0626345872879028,,-0.820018470287323,,0.4403897225856781,,-0.3412471413612366,
5,-0.8998547196388245,,-0.3678021728992462,,0.6691457033157349,,0.7549332976341248,,0.6822810173034668,,-0.820018470287323,,1.0614286661148071,,-0.367556631565094,
6,-0.3474693298339844,,-0.2856023907661438,,0.6637031435966492,,0.8395969867706299,,0.4741629958152771,,-0.820018470287323,,0.8099462389945984,,-0.367556631565094,
7,-0.16334086656570435,,-0.2520313262939453,,0.6655173301696777,,0.7972651720046997,,0.3641235828399658,,-0.820018470287323,,0.5921992063522339,,-0.367556631565094,
8,-0.16334086656570435,,-0.3678021728992462,,0.6655173301696777,,0.9665924906730652,,0.17912977933883667,,-0.820018470287323,,0.7823445200920105,,-0.12090516090393066,
9,-0.3474693298339844,,-0.4319821894168854,,0.6673315167427063,,0.7972651720046997,,0.19986183941364288,,-0.820018470287323,,0.4626244306564331,,-0.19983363151550293,
10,-0.5315977931022644,,-0.467774897813797,,0.6709598898887634,,0.7972651720046997,,0.018854985013604164,,-0.820018470287323,,0.3583512306213379,,-0.367556631565094,
11,-0.3474693298339844,,-0.49714958667755127,,0.6691457033157349,,0.7549332976341248,,-0.2131846398115158,,-0.820018470287323,,0.3974536955356598,,-0.367556631565094,
12,-0.7157262563705444,,-0.49147212505340576,,0.6673315167427063,,0.8395969867706299,,-0.1924525797367096,,-0.820018470287323,,0.3230823576450348,,-0.367556631565094,
13,-0.16334086656570435,,-0.41174080967903137,,0.6709598898887634,,0.8819288611412048,,-0.029785625636577606,,-0.820018470287323,,0.20270812511444092,,-0.3215150237083435,
14,-0.16334086656570435,,-0.36459317803382874,,0.672774076461792,,0.7549332976341248,,0.308306485414505,,-0.820018470287323,,0.1559385359287262,,-0.367556631565094,
15,-0.5315977931022644,,-0.36730849742889404,,0.6691457033157349,,0.8819288611412048,,0.4247249960899353,,-0.7823881506919861,,0.07696691155433655,,-0.367556631565094,
16,0.020787598565220833,,-0.7368372678756714,,0.6691457033157349,,0.7972651720046997,,-0.2809625267982483,,-0.04240162670612335,,0.00336229195818305,,-0.367556631565094,
17,0.2049160599708557,,-1.102663278579712,,0.6691457033157349,,0.6702696681022644,,-0.37425681948661804,,0.7652736306190491,,0.04859846457839012,,-0.12090516090393066,
18,-0.16334086656570435,,-1.2174468040466309,,0.6673315167427063,,0.8395969867706299,,-0.5361263751983643,,0.9997747540473938,,-0.0947771966457367,,-0.367556631565094,
19,0.020787598565220833,,-1.2465746402740479,,0.6691457033157349,,0.924260675907135,,-0.6238389611244202,,0.9947267770767212,,0.141370952129364,,-0.367556631565094,
20,0.2049160599708557,,-1.2413909435272217,,0.6655173301696777,,0.7972651720046997,,-0.6342049837112427,,0.976829469203949,,-0.04494073987007141,,-0.367556631565094,
21,0.2049160599708557,,-1.1740018129348755,,0.6655173301696777,,0.924260675907135,,-0.6373945474624634,,1.0055110454559326,,-0.24658672511577606,,-0.367556631565094,
22,0.2049160599708557,,-1.122904658317566,,0.6691457033157349,,0.7549332976341248,,-0.5122047662734985,,0.9529663324356079,,-0.5264376401901245,,-0.367556631565094,
23,0.5731729865074158,,-0.9271556735038757,,0.6673315167427063,,0.7972651720046997,,-0.22275328636169434,,0.6035091280937195,,-0.8246896862983704,,-0.367556631565094,
24,0.38904452323913574,,-0.4774019122123718,,0.6618889570236206,,0.7972651720046997,,0.5299800634384155,,-0.40218421816825867,,-1.022502064704895,,-0.367556631565094,
25,0.38904452323913574,,0.10614251345396042,,0.6691457033157349,,0.7549332976341248,,1.249223232269287,,-0.820018470287323,,-1.0754053592681885,,-0.367556631565094,
26,0.2049160599708557,,0.2611619234085083,,0.6691457033157349,,0.8819288611412048,,1.5809361934661865,,-0.820018470287323,,-1.14670991897583,,-0.36097925901412964,
27,0.38904452323913574,,0.2177169919013977,,0.6673315167427063,,0.7972651720046997,,1.3959424495697021,,-0.820018470287323,,-1.1651110649108887,,-0.3215150237083435,
28,0.5731729865074158,,0.16069552302360535,,0.6637031435966492,,0.924260675907135,,1.2436414957046509,,-0.820018470287323,,-1.2019133567810059,,-0.13734859228134155,
29,0.2049160599708557,,0.1555117517709732,,0.6691457033157349,,0.7972651720046997,,0.6862679123878479,,-0.820018470287323,,-1.2034467458724976,,-0.311648964881897,
30,0.38904452323913574,,-0.02345173992216587,,0.6673315167427063,,0.7972651720046997,,0.4980846047401428,,-0.820018470287323,,-1.24561607837677,,-0.19325625896453857,
31,0.020787598565220833,,-0.06319397687911987,,0.672774076461792,,0.8395969867706299,,0.0722799152135849,,-0.820018470287323,,-1.266317367553711,,-0.21298837661743164,
32,0.020787598565220833,,-0.18908554315567017,,0.6691457033157349,,0.924260675907135,,-0.1182955875992775,,-0.820018470287323,,-1.263250470161438,,-0.367556631565094,
33,-0.16334086656570435,,-0.2162386178970337,,0.6637031435966492,,0.8819288611412048,,-0.17012573778629303,,-0.820018470287323,,-1.299286127090454,,-0.367556631565094,
34,0.020787598565220833,,-0.18168015778064728,,0.6655173301696777,,0.8819288611412048,,-0.4109366238117218,,-0.820018470287323,,-1.25558340549469,,-0.367556631565094,
35,-0.5315977931022644,,-0.15748922526836395,,0.6655173301696777,,0.7972651720046997,,-0.3941915035247803,,-0.820018470287323,,-1.2295150756835938,,-0.3544018864631653,
36,-0.16334086656570435,,-0.16514146327972412,,0.6655173301696777,,0.8395969867706299,,-0.4045575261116028,,-0.820018470287323,,-1.2164808511734009,,-0.367556631565094,
37,-0.3474693298339844,,-0.06541559100151062,,0.6655173301696777,,0.8395969867706299,,0.26843711733818054,,-0.820018470287323,,-1.1628109216690063,,-0.367556631565094,
38,-0.16334086656570435,,0.029867038130760193,,0.6637031435966492,,0.8395969867706299,,0.7428824305534363,,-0.820018470287323,,-1.1474765539169312,,-0.367556631565094,
39,-0.3474693298339844,,0.15723967552185059,,0.6655173301696777,,0.8819288611412048,,1.0801770687103271,,-0.7865183353424072,,-1.093806505203247,,-0.2327204942703247,
40,-0.16334086656570435,,-0.1293487548828125,,0.6637031435966492,,0.8395969867706299,,0.4287119209766388,,-0.025651542469859123,,-1.1099075078964233,,-0.3346697688102722,
41,-0.3474693298339844,,-0.43099480867385864,,0.6691457033157349,,0.7972651720046997,,-0.20441338419914246,,0.7992326617240906,,-1.1490100622177124,,-0.367556631565094,
42,-0.3474693298339844,,-0.5823115110397339,,0.6691457033157349,,0.7972651720046997,,-0.5688192844390869,,0.9878432154655457,,-1.1398093700408936,,-0.367556631565094,
43,-0.16334086656570435,,-0.5692287087440491,,0.6673315167427063,,0.8395969867706299,,-0.6429762840270996,,0.9678807854652405,,-1.1865789890289307,,-0.367556631565094,
