time_step,synth_actual,synth_pred
142,-0.9215167760848999,
143,-0.8293946385383606,
144,-0.9048112034797668,
145,-0.7743332386016846,
146,-0.7661595940589905,
147,-0.9148592352867126,
148,-0.8994543552398682,
149,-0.9228273034095764,
150,-0.8751842379570007,
151,-0.8391697406768799,
152,-0.8564607501029968,
153,-0.8942103385925293,
154,-0.818146824836731,
155,-0.952394962310791,
156,-0.8451210260391235,
157,-0.7955262064933777,
158,-0.8991752862930298,
159,-0.9539981484413147,
160,-1.0083576440811157,
161,-0.9197502136230469,
162,-0.9365232586860657,
163,-0.855679452419281,
164,-0.9040614366531372,
165,-0.8459381461143494,
166,-0.8895148634910583,
167,-0.8438700437545776,
168,-0.9092379212379456,
169,-0.9580239057540894,
170,-0.9142842292785645,
171,-0.8769060969352722,
172,-0.8706952333450317,
173,-0.848404586315155,
174,-0.9652549624443054,
175,-0.770516574382782,
176,-0.8917161822319031,
177,-0.8894332647323608,
178,-0.9135544896125793,
179,-0.9565983414649963,
180,-0.7584550976753235,
181,-0.9053105115890503,
182,-0.9949498772621155,
183,-0.9198423624038696,
184,-0.8575920462608337,
185,-0.9781088829040527,
186,-0.9050308465957642,
187,-0.9198397397994995,
188,-0.9906221032142639,
189,-0.8869535326957703,
190,-0.9733908176422119,
191,-0.9652491807937622,
192,-0.7946221828460693,
193,-0.9170110821723938,
194,-0.7928975820541382,
195,-0.902366578578949,
196,-0.8911746144294739,
197,-0.7496116757392883,
198,-0.7351789474487305,
199,-0.8298754692077637,
200,-0.9378153085708618,
201,-0.9565766453742981,
202,-0.9325584173202515,
203,-0.9648623466491699,
204,-0.976758599281311,
205,-0.8728508353233337,
206,-0.9977058172225952,
207,-0.906674861907959,
208,-0.8805381655693054,
209,-0.9502285718917847,
210,-0.8060850501060486,
211,-0.7770718336105347,
212,-0.8754071593284607,
213,-0.8758659362792969,
214,-0.7998248338699341,
215,-0.9241094589233398,
216,-0.830346405506134,
217,-0.8841095566749573,
218,-0.8978888392448425,
219,-0.8748365640640259,
220,-0.9755975008010864,
221,-0.8118873834609985,
222,-0.8650076985359192,
223,-0.913925051689148,
224,-0.9368582963943481,
225,-0.8337551951408386,
226,-0.8921758532524109,
227,-0.93980473279953,
228,-0.8213370442390442,
229,-0.7507815957069397,
230,-0.8982580304145813,
231,-0.8082006573677063,
232,-0.8469528555870056,
233,-0.7127123475074768,
234,-0.9074754118919373,
235,-0.8539549112319946,
236,-0.8574541807174683,
237,-0.978852391242981,
238,-0.8703612685203552,
239,-0.8554150462150574,
240,-0.7792298197746277,
241,-0.794175922870636,
242,-0.8695541620254517,
243,-0.9268353581428528,
244,-0.9963738918304443,
245,-0.9208089709281921,
246,-0.8776516318321228,
247,-0.9273889064788818,
248,-0.9779189825057983,
249,-0.8386569619178772,
250,-0.915763795375824,
251,-1.0179017782211304,
252,-0.8979129791259766,
253,-0.8649402856826782,
254,-0.8438290357589722,
255,-0.9810174107551575,
256,-0.9715113043785095,
257,-0.9344545602798462,
258,-0.8946711421012878,
259,-0.8983705043792725,
260,-0.8686333894729614,
261,-0.8487940430641174,
262,-0.8985999226570129,
263,-0.8830001354217529,
264,-0.8935419917106628,
265,-0.9676194787025452,
266,-0.9004690051078796,
267,-0.9783414006233215,
268,-0.9294173717498779,
269,-0.8159629702568054,
270,-0.8173019886016846,
271,-0.8601921796798706,
272,-0.8230258822441101,
273,-1.0475836992263794,
274,-0.9051684737205505,
275,-0.9457004070281982,
276,-0.8801753520965576,
277,-0.9239309430122375,
278,-0.9105978012084961,
279,-0.9127733707427979,
280,-0.826585054397583,
281,-0.8304492235183716,
282,-0.7153343558311462,
283,-0.9232137203216553,
284,-0.837001621723175,
285,-0.8889789581298828,
286,-0.8081830143928528,
287,-0.8868621587753296,
288,-0.8066413998603821,
289,-0.8018662929534912,
290,-0.9131887555122375,
291,-0.9606560468673706,
292,-0.9686185121536255,
293,-0.9060941934585571,
294,-1.1111950874328613,
295,-0.8683068752288818,
296,-0.9189810752868652,
297,-0.7791388630867004,
298,-0.8858502507209778,
299,-0.8473526239395142,
300,-0.8441178202629089,
301,-0.8882429003715515,
302,-0.8443223834037781,
303,-0.8852826952934265,
304,-0.921739935874939,
305,-0.861007571220398,
306,-0.9952744245529175,
307,-0.9619836211204529,
308,-0.9089620113372803,
309,-0.8813825845718384,
310,-0.7764593362808228,
311,-0.8498572111129761,
312,-0.9589239954948425,
313,-0.8074919581413269,
314,-0.7943986654281616,
315,-0.8994960188865662,
316,-0.9205251932144165,
317,-0.8178330063819885,
318,-0.8768929243087769,
319,-0.8608488440513611,
320,-0.7809649705886841,
321,-0.8884852528572083,
322,-0.8986194133758545,
323,-0.8653591871261597,
324,-0.8801192045211792,
325,-0.934931218624115,
326,-0.8397180438041687,
327,-0.9131700992584229,
328,-0.8992241621017456,
329,-0.7746058702468872,
330,-0.9100731015205383,
331,-0.8723311424255371,
332,-0.8959565758705139,
333,-0.9622148275375366,
334,-0.8860344290733337,
335,-0.8981212377548218,
336,-0.8774434924125671,
337,-0.9349692463874817,
338,-0.908051609992981,
339,-0.83753901720047,
340,-0.9948530793190002,
341,-0.8066611289978027,
342,-0.7885146737098694,
343,-0.768250048160553,
344,-0.986639678478241,
345,-0.9566209316253662,
346,-0.9248380064964294,
347,-0.9218674302101135,
348,-0.8512334227561951,
349,-0.848770797252655,
350,-0.7521408796310425,
351,-0.8592142462730408,
352,-0.8359801173210144,
353,-1.0105299949645996,
354,-0.9060657620429993,
355,-0.9008240103721619,
356,-0.9415833353996277,
357,-0.9088248610496521,
358,-0.9928969740867615,
359,-0.8829823732376099,
360,-0.844438374042511,
361,-0.865736722946167,
362,-0.8735277056694031,
363,-0.8876649737358093,
364,-0.9073565006256104,
365,-0.9509457349777222,
366,-0.7513278126716614,
367,-0.7876660227775574,
368,-0.9014630913734436,
369,-0.7661511301994324,
370,-0.8980516791343689,
371,-0.9093752503395081,
372,-0.844096839427948,
373,-0.946898877620697,
374,-0.848598062992096,
375,-0.8737847208976746,
376,-1.0513851642608643,
377,-1.0280324220657349,
378,-0.7847051024436951,
379,-0.9216822981834412,
380,-0.9591911435127258,
381,-0.9274416565895081,
382,-0.8101538419723511,
383,-1.0016331672668457,
384,-0.8925564885139465,
385,-0.959587812423706,
386,-0.9479483366012573,
387,-0.8614159822463989,
388,-0.8222916126251221,
389,-1.0478061437606812,
390,-0.8889733552932739,
391,-0.8737711906433105,
392,-0.9181424975395203,
393,-0.886263370513916,
394,-0.8732554316520691,
395,-0.8933013081550598,
396,-0.9323471784591675,
397,-0.8294044733047485,
398,-0.9761611223220825,
399,-0.9007698893547058,
400,-0.852174699306488,
401,-0.927947998046875,
402,-0.8613200187683105,
403,-0.8366503715515137,
404,-0.9246481657028198,
405,-0.8578330278396606,
406,-0.7315663695335388,
407,-0.8922302722930908,
408,-0.9547983407974243,
409,-0.8714327812194824,
410,-0.993958592414856,
411,-0.9120305776596069,
412,-0.8256431818008423,
413,-0.8233333826065063,
414,-1.005497932434082,
415,-0.7337291240692139,
416,-0.9994652271270752,
417,-0.8784239888191223,
418,-0.8655446171760559,
419,-0.8961339592933655,
420,-0.8533924221992493,
421,-0.8520957231521606,
422,-0.7613950967788696,
423,-0.8108158707618713,
424,-0.797778844833374,
425,-0.8560090661048889,
426,-0.9548511505126953,
427,-0.774845540523529,
428,-0.9061412215232849,
429,-0.9567182064056396,
430,-0.80802983045578,
431,-0.8407322764396667,
432,-0.7994498014450073,
433,-0.8904028534889221,
434,-0.8255860209465027,
435,-0.8466442823410034,
436,-0.881351888179779,
437,-0.827668309211731,
438,-0.8725259304046631,
439,-0.8478938937187195,
440,-0.926048994064331,
441,-0.7962484359741211,
442,-0.8219087719917297,
443,-1.0543444156646729,
444,-0.8321523666381836,
445,-0.8793856501579285,
446,-0.8501858115196228,
447,-0.8933603763580322,
448,-0.900700032711029,
449,-0.8129907250404358,
450,-0.883831799030304,
451,-0.8040978908538818,
452,-0.9348034858703613,
453,-0.8788142204284668,
454,-0.8804429769515991,
455,-1.0161908864974976,
456,-0.8625224828720093,
457,-0.8891693353652954,
458,-0.9177354574203491,
459,-0.8325495719909668,
460,-0.8994713425636292,
461,-0.8778987526893616,
462,-0.9149755239486694,
463,-0.7595261931419373,
464,-0.9135066270828247,
465,-1.0359998941421509,
466,-0.967268168926239,
467,-0.8624808192253113,
468,-0.8676044940948486,
469,-0.9266582727432251,
470,-0.8148582577705383,
471,-1.0209439992904663,
472,-0.9049122929573059,
473,-0.7557268738746643,
474,-0.8976303339004517,
475,-0.8530226349830627,
476,-0.9036680459976196,
477,-0.8170732855796814,
478,-0.9663370847702026,
479,-0.8616032600402832,
480,-0.9108535647392273,
481,-0.8301825523376465,
482,-0.8611158132553101,
483,-0.8864292502403259,
484,-0.991757869720459,
485,-0.8186500668525696,
486,-0.8134979605674744,
487,-0.7845911383628845,
488,-0.8314256072044373,
489,-0.9791104197502136,
490,-0.9014734029769897,
491,-0.9182734489440918,
492,-0.8135654330253601,
493,-0.9388102889060974,
494,-0.9329381585121155,
495,-0.7867366075515747,
496,-0.8835662603378296,
497,-0.819486677646637,
498,-0.9139352440834045,
499,-0.9178882837295532,
500,-0.8875371813774109,
501,-0.9272756576538086,
502,-0.8782398700714111,
503,-0.9200521111488342,
504,-0.851335346698761,
505,-0.9111880660057068,
506,-0.8524348735809326,
507,-0.9021670818328857,
508,-0.8634351491928101,
509,-0.8563078045845032,
510,-0.9177351593971252,
511,-0.7815279960632324,
512,-0.8003012537956238,-0.8734732270240784
513,-0.8410253524780273,-0.8792739510536194
514,-0.9095279574394226,-0.8767603039741516
515,-1.013258695602417,-0.8775981664657593
516,-1.043206810951233,-0.8723775744438171
517,-0.888989269733429,-0.8764380216598511
518,-0.7678868174552917,-0.876502513885498
519,-0.813816249370575,-0.876953661441803
520,-0.8899633288383484,-0.8771470189094543
521,-0.8220023512840271,-0.8766958713531494
522,-0.8637736439704895,-0.8786294460296631
523,-0.9393951892852783,-0.8794028759002686
524,-0.7453755736351013,-0.8793383836746216
525,-0.958695113658905,-0.8757290840148926
526,-0.7537130117416382,-0.8771470189094543
527,-0.914307177066803,-0.8800473809242249
528,-0.9530296921730042,-0.8749556541442871
529,-0.8724611401557922,-0.8775981664657593
530,-0.9356796145439148,-0.879531741142273
531,-0.8946719765663147,-0.8766958713531494
532,-0.9442391395568848,-0.8795962333679199
533,-0.8512351512908936,-0.8768892288208008
534,-0.8302129507064819,-0.877984881401062
535,-0.8907265663146973,-0.8783071637153625
536,-0.8218860626220703,-0.8791450262069702
537,-0.9375776648521423,-0.879531741142273
538,-0.8489541411399841,-0.875922441482544
539,-0.8144814372062683,-0.880111813545227
540,-0.8323341608047485,-0.8794028759002686
541,-0.916023313999176,-0.8774048089981079
542,-0.8028820753097534,-0.8772759437561035
543,-0.9023650288581848,-0.8795962333679199
544,-0.855889081954956,-0.8763735890388489
545,-0.8779345750808716,-0.8778560161590576
546,-0.8076997399330139,-0.879080593585968
547,-0.7867093682289124,-0.8766958713531494
548,-0.8876205086708069,-0.8765669465065002
549,-0.9051675796508789,-0.8768247365951538
550,-0.9593298435211182,-0.8783071637153625
551,-0.8619940876960754,-0.8767603039741516
552,-0.9229933023452759,-0.8796606659889221
553,-0.888539731502533,-0.8781138062477112
554,-0.7852674126625061,-0.8755357265472412
555,-0.8463461995124817,-0.8778560161590576
556,-0.9172374606132507,-0.8767603039741516
557,-0.9105030298233032,-0.8770180940628052
558,-0.8502750992774963,-0.8796606659889221
559,-0.8491569757461548,-0.8756001591682434
560,-0.9899228811264038,-0.8774048089981079
561,-0.9260448813438416,-0.8779204487800598
562,-0.8873169422149658,-0.8770180940628052
563,-0.9288280606269836,-0.8791450262069702
564,-0.9496774673461914,-0.8781782388687134
565,-1.0142513513565063,-0.8768892288208008
566,-0.9623615741729736,-0.876953661441803
567,-0.8155319094657898,-0.8777270913124084
568,-0.7850490808486938,-0.8747622966766357
569,-0.9395442008972168,-0.8774048089981079
570,-0.807456374168396,-0.8754712343215942
571,-0.9509310722351074,-0.8764380216598511
572,-0.8274675607681274,-0.8781138062477112
573,-0.8983995914459229,-0.8768247365951538
574,-0.8587971925735474,-0.8774048089981079
575,-0.8068549633026123,-0.8776626586914062
576,-0.8519334197044373,-0.8770825862884521
577,-0.8000956773757935,-0.878049373626709
578,-0.9168041348457336,-0.8766313791275024
579,-0.7872509360313416,-0.8757935166358948
580,-0.8076933026313782,-0.8761157989501953
581,-1.001152753829956,-0.8767603039741516
582,-0.8829264044761658,-0.8757290840148926
583,-0.8866042494773865,-0.875406801700592
584,-0.8670830726623535,-0.8768892288208008
585,-0.8657736778259277,-0.8753423690795898
586,-0.8593029975891113,-0.8768247365951538
587,-0.9235926866531372,-0.8737310767173767
588,-0.9284880757331848,-0.8752134442329407
589,-0.8335298299789429,-0.8750200867652893
590,-0.9892292618751526,-0.8741822242736816
591,-0.9734665155410767,-0.8736665844917297
592,-0.9102315306663513,-0.8746978044509888
593,-0.8129575848579407,-0.8775337338447571
594,-0.9093266129493713,-0.8731510043144226
595,-0.9926100373268127,-0.8747622966766357
596,-0.9529357552528381,-0.8767603039741516
597,-0.826281726360321,-0.8748911619186401
598,-0.9991764426231384,-0.873344361782074
599,-0.9590832591056824,-0.8756001591682434
600,-0.9002367258071899,-0.8760513067245483
601,-1.0344822406768799,-0.8751490116119385
602,-0.8450939059257507,-0.8764380216598511
603,-0.9237523674964905,-0.8729576468467712
604,-0.7589095234870911,-0.8742466568946838
605,-0.8472413420677185,-0.8741177320480347
606,-0.869391918182373,-0.8720552921295166
607,-0.9308649897575378,-0.8746333718299866
