log_path,smape,se
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_FR_wind_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed12.txt,1.09122,0.45675
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h400_seq512_pred96_seed3_initseed13.txt,1.12602,0.53706
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed1_initseed13.txt,0.77893,0.30375
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed1_initseed12.txt,0.89117,0.46377
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h800_seq512_pred96_seed1_initseed11.txt,0.84412,0.27642
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed1_initseed11.txt,0.98973,0.47353
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h800_seq512_pred96_seed2_initseed11.txt,0.86848,0.27642
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed1_initseed12.txt,1.00562,0.47353
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/fitbit_eval/test_fitbit_hr_low_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_seq512_pred96_seed1_initseed11.txt,0.73659,0.44255
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h800_seq512_pred96_seed3_initseed11.txt,0.86818,0.27642
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/fitbit_eval/test_fitbit_hr_medium_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_seq512_pred96_seed1_initseed11.txt,0.6448,0.35619
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed1_initseed13.txt,0.99014,0.47353
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/fitbit_eval/test_fitbit_hr_high_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_seq512_pred96_seed1_initseed11.txt,0.8379,0.49108
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_FR_wind_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed13.txt,1.12154,0.45675
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed2_initseed11.txt,0.99582,0.47353
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/fitbit_eval/test_fitbit_hr_low_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_seq512_pred96_seed2_initseed11.txt,0.73363,0.44255
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/fitbit_eval/test_fitbit_hr_high_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_seq512_pred96_seed2_initseed11.txt,0.76373,0.49108
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/fitbit_eval/test_fitbit_hr_medium_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_seq512_pred96_seed2_initseed11.txt,0.61774,0.35619
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed1_initseed13.txt,1.02459,0.45953
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed2_initseed12.txt,1.00143,0.47353
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed1_initseed13.txt,1.12466,0.66366
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/fitbit_eval/test_fitbit_hr_low_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_seq512_pred96_seed3_initseed11.txt,0.74324,0.44255
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed11.txt,0.76033,0.30375
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed2_initseed13.txt,0.99723,0.47353
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/fitbit_eval/test_fitbit_hr_high_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_seq512_pred96_seed3_initseed11.txt,0.74427,0.49108
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/fitbit_eval/test_fitbit_hr_medium_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_seq512_pred96_seed3_initseed11.txt,0.51753,0.35619
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed1_initseed13.txt,0.88909,0.46377
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_FR_wind_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed11.txt,1.12757,0.45675
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed3_initseed11.txt,0.99428,0.47353
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed3_initseed12.txt,0.99591,0.47353
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed3_initseed13.txt,1.01262,0.47353
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed1_initseed11.txt,0.89665,0.314
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_FR_wind_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed12.txt,1.1389,0.45675
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed11.txt,1.00411,0.45953
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed1_initseed12.txt,0.90366,0.314
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed11.txt,0.99344,0.66366
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed12.txt,0.64868,0.30375
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed1_initseed13.txt,0.90866,0.314
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed11.txt,0.91499,0.46377
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed2_initseed11.txt,0.92211,0.314
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed2_initseed12.txt,0.92812,0.314
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_FR_wind_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed13.txt,1.14372,0.45675
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed2_initseed13.txt,0.91004,0.314
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed3_initseed11.txt,0.94959,0.314
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed12.txt,0.98371,0.45953
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed12.txt,1.00228,0.66366
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed3_initseed12.txt,0.93879,0.314
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed13.txt,0.70828,0.30375
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed3_initseed13.txt,0.92054,0.314
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed12.txt,0.88227,0.46377
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed1_initseed11.txt,1.08967,0.26986
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed1_initseed12.txt,1.0763,0.26986
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed1_initseed13.txt,1.08799,0.26986
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed13.txt,1.00661,0.45953
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed2_initseed11.txt,1.1045,0.26986
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed11.txt,0.79159,0.30375
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed13.txt,1.04524,0.66366
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed2_initseed12.txt,1.09054,0.26986
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed2_initseed13.txt,1.0827,0.26986
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed13.txt,0.88826,0.46377
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed3_initseed11.txt,1.10352,0.26986
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed3_initseed12.txt,1.10011,0.26986
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed11.txt,1.01365,0.45953
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed3_initseed13.txt,1.09764,0.26986
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed12.txt,0.80708,0.30375
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed11.txt,1.06436,0.66366
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed1_initseed11.txt,0.88671,0.27642
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed1_initseed12.txt,0.87282,0.27642
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed1_initseed13.txt,0.87118,0.27642
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed11.txt,0.89614,0.46377
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed2_initseed11.txt,0.88736,0.27642
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed12.txt,1.01071,0.45953
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed2_initseed12.txt,0.84897,0.27642
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed13.txt,0.9108,0.30375
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed12.txt,1.0717,0.66366
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed2_initseed13.txt,0.86577,0.27642
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed3_initseed11.txt,0.8559,0.27642
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed3_initseed12.txt,0.87609,0.27642
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed12.txt,0.89158,0.46377
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed3_initseed13.txt,0.89699,0.27642
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed13.txt,1.01933,0.45953
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/fitbit_eval/test_fitbit_hr_high_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed1_initseed11.txt,0.77533,0.49108
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/spectralUniTest/spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed13.txt,1.0911,0.66366
/home/nesl/oliver/timeSeriesMamba/TimeLLM/results/fitbit_eval/test_fitbit_hr_medium_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed1_initseed11.txt,0.59321,0.35619
