domain,comp,x_metric,n,spearman_rho,theilsen_slope,slope_ci_lo,slope_ci_hi,omega_star,omega_star_lo,omega_star_hi
PEMS,GPT2_minus_DLinear,Omega,3,0.4999999999999999,0.12591385720850579,,,0.32542753151957543,,
