domain,x_metric,n,pearson_r,r_95ci_low,r_95ci_high,spearman_rho,kendall_tau_b,distance_corr,isotonic_R2,theilsen_slope,theilsen_intercept,q25q75_delta_mean,q25q75_cohens_d,q25_n,q75_n
UniSynth,Omega,126,-0.6907481835971578,-0.7723431957971537,-0.5867277356925973,-0.6795971456456505,-0.5191300428778901,0.5260658149390011,0.5714373032893978,-0.7042274567337734,1.3861891868394598,-0.22976972222222214,-2.237228310194151,36.0,36.0
