x_metric,n,pearson_r,r_95ci_low,r_95ci_high,spearman_rho,kendall_tau_b,distance_corr,isotonic_R2,theilsen_slope,theilsen_intercept,q25q75_delta_mean,q25q75_cohens_d,q25_n,q75_n
LLE,45,-0.8788967732986874,-0.9319902429073611,-0.7888838589844723,-0.5951642340772951,-0.4195895238203796,0.8736312594529941,0.8328465001005967,-2.306050605060508,0.606345795379538,-0.09661333333333327,-3.740696535313061,15.0,15.0
