log_path,model,base_key,seed,init_seed,se,smape,domain
../results/spectralUniTest/spectralUniTest_FR_wind_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed11.txt,Random Init,spectralUniTest_FR_wind_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed11,2,,0.45675,1.10189,CarbonCast
../results/spectralUniTest/spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed1_initseed12.txt,Random Init,spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed12,1,,0.45953,1.01225,CarbonCast
../results/spectralUniTest/spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed1_initseed12.txt,Random Init,spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed12,1,,0.66366,1.07481,CarbonCast
../results/spectralUniTest/spectralUniTest_FR_wind_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed12.txt,Random Init,spectralUniTest_FR_wind_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed12,2,,0.45675,1.09122,CarbonCast
../results/spectralUniTest/spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed1_initseed13.txt,Random Init,spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed13,1,,0.30375,0.77893,CarbonCast
../results/spectralUniTest/spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed1_initseed12.txt,Random Init,spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed12,1,,0.46377,0.89117,CarbonCast
../results/spectralUniTest/spectralUniTest_FR_wind_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed13.txt,Random Init,spectralUniTest_FR_wind_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed13,2,,0.45675,1.12154,CarbonCast
../results/spectralUniTest/spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed1_initseed13.txt,Random Init,spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed13,1,,0.45953,1.02459,CarbonCast
../results/spectralUniTest/spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed1_initseed13.txt,Random Init,spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed13,1,,0.66366,1.12466,CarbonCast
../results/spectralUniTest/spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed11.txt,Random Init,spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed11,2,,0.30375,0.76033,CarbonCast
../results/spectralUniTest/spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed1_initseed13.txt,Random Init,spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed13,1,,0.46377,0.88909,CarbonCast
../results/spectralUniTest/spectralUniTest_FR_wind_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed11.txt,Random Init,spectralUniTest_FR_wind_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed11,3,,0.45675,1.12757,CarbonCast
../results/spectralUniTest/spectralUniTest_FR_wind_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed12.txt,Random Init,spectralUniTest_FR_wind_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed12,3,,0.45675,1.1389,CarbonCast
../results/spectralUniTest/spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed11.txt,Random Init,spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed11,2,,0.45953,1.00411,CarbonCast
../results/spectralUniTest/spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed11.txt,Random Init,spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed11,2,,0.66366,0.99344,CarbonCast
../results/spectralUniTest/spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed12.txt,Random Init,spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed12,2,,0.30375,0.64868,CarbonCast
../results/spectralUniTest/spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed11.txt,Random Init,spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed11,2,,0.46377,0.91499,CarbonCast
../results/spectralUniTest/spectralUniTest_FR_wind_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed13.txt,Random Init,spectralUniTest_FR_wind_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed13,3,,0.45675,1.14372,CarbonCast
../results/spectralUniTest/spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed12.txt,Random Init,spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed12,2,,0.45953,0.98371,CarbonCast
../results/spectralUniTest/spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed12.txt,Random Init,spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed12,2,,0.66366,1.00228,CarbonCast
../results/spectralUniTest/spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed13.txt,Random Init,spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed13,2,,0.30375,0.70828,CarbonCast
../results/spectralUniTest/spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed12.txt,Random Init,spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed12,2,,0.46377,0.88227,CarbonCast
../results/spectralUniTest/spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed13.txt,Random Init,spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed13,2,,0.45953,1.00661,CarbonCast
../results/spectralUniTest/spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed11.txt,Random Init,spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed11,3,,0.30375,0.79159,CarbonCast
../results/spectralUniTest/spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed13.txt,Random Init,spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed13,2,,0.66366,1.04524,CarbonCast
../results/spectralUniTest/spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed2_initseed13.txt,Random Init,spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed13,2,,0.46377,0.88826,CarbonCast
../results/spectralUniTest/spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed11.txt,Random Init,spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed11,3,,0.45953,1.01365,CarbonCast
../results/spectralUniTest/spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed12.txt,Random Init,spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed12,3,,0.30375,0.80708,CarbonCast
../results/spectralUniTest/spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed11.txt,Random Init,spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed11,3,,0.66366,1.06436,CarbonCast
../results/spectralUniTest/spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed11.txt,Random Init,spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed11,3,,0.46377,0.89614,CarbonCast
../results/spectralUniTest/spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed12.txt,Random Init,spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed12,3,,0.45953,1.01071,CarbonCast
../results/spectralUniTest/spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed13.txt,Random Init,spectralUniTest_CISO_solar_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed13,3,,0.30375,0.9108,CarbonCast
../results/spectralUniTest/spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed12.txt,Random Init,spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed12,3,,0.66366,1.0717,CarbonCast
../results/spectralUniTest/spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed12.txt,Random Init,spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed12,3,,0.46377,0.89158,CarbonCast
../results/spectralUniTest/spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed13.txt,Random Init,spectralUniTest_SWPP_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed13,3,,0.45953,1.01933,CarbonCast
../results/spectralUniTest/spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed13.txt,Random Init,spectralUniTest_PJM_oil_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed13,3,,0.66366,1.0911,CarbonCast
../results/spectralUniTest/spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_seq512_pred96_seed3_initseed13.txt,Random Init,spectralUniTest_PJM_nat_gas_heldout_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_seq512_pred96_initseed13,3,,0.46377,0.90144,CarbonCast
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h200_seq512_pred96_seed1_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h200_seq512_pred96_initseed11,1,,0.68372,1.16377,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h200_seq512_pred96_seed1_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h200_seq512_pred96_initseed12,1,,0.68372,1.16418,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h200_seq512_pred96_seed1_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h200_seq512_pred96_initseed13,1,,0.68372,1.15584,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h200_seq512_pred96_seed2_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h200_seq512_pred96_initseed11,2,,0.68372,1.16288,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h200_seq512_pred96_seed2_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h200_seq512_pred96_initseed12,2,,0.68372,1.16531,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h200_seq512_pred96_seed2_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h200_seq512_pred96_initseed13,2,,0.68372,1.16112,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h200_seq512_pred96_seed3_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h200_seq512_pred96_initseed11,3,,0.68372,1.15983,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h200_seq512_pred96_seed3_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h200_seq512_pred96_initseed12,3,,0.68372,1.16194,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h200_seq512_pred96_seed3_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h200_seq512_pred96_initseed13,3,,0.68372,1.17725,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h200_seq512_pred96_seed1_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h200_seq512_pred96_initseed11,1,,0.68372,1.15645,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h300_seq512_pred96_seed1_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h300_seq512_pred96_initseed11,1,,0.58736,1.20756,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h200_seq512_pred96_seed2_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h200_seq512_pred96_initseed11,2,,0.68372,1.13683,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h300_seq512_pred96_seed1_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h300_seq512_pred96_initseed12,1,,0.58736,1.19684,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h200_seq512_pred96_seed3_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h200_seq512_pred96_initseed11,3,,0.68372,1.16143,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h300_seq512_pred96_seed1_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h300_seq512_pred96_initseed13,1,,0.58736,1.20274,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h300_seq512_pred96_seed1_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h300_seq512_pred96_initseed11,1,,0.58736,1.19269,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h300_seq512_pred96_seed2_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h300_seq512_pred96_initseed11,2,,0.58736,1.21037,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h300_seq512_pred96_seed2_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h300_seq512_pred96_initseed11,2,,0.58736,1.18266,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h300_seq512_pred96_seed2_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h300_seq512_pred96_initseed12,2,,0.58736,1.20219,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h300_seq512_pred96_seed3_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h300_seq512_pred96_initseed11,3,,0.58736,1.20278,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h300_seq512_pred96_seed2_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h300_seq512_pred96_initseed13,2,,0.58736,1.20059,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h400_seq512_pred96_seed1_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h400_seq512_pred96_initseed11,1,,0.53706,1.10606,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h300_seq512_pred96_seed3_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h300_seq512_pred96_initseed11,3,,0.58736,1.20272,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h400_seq512_pred96_seed2_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h400_seq512_pred96_initseed11,2,,0.53706,1.07823,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h300_seq512_pred96_seed3_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h300_seq512_pred96_initseed12,3,,0.58736,1.20409,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h400_seq512_pred96_seed3_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h400_seq512_pred96_initseed11,3,,0.53706,1.12441,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h300_seq512_pred96_seed3_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h300_seq512_pred96_initseed13,3,,0.58736,1.20855,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h500_seq512_pred96_seed1_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h500_seq512_pred96_initseed11,1,,0.47353,0.97688,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h400_seq512_pred96_seed1_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h400_seq512_pred96_initseed11,1,,0.53706,1.11394,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h500_seq512_pred96_seed2_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h500_seq512_pred96_initseed11,2,,0.47353,0.94656,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h400_seq512_pred96_seed1_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h400_seq512_pred96_initseed12,1,,0.53706,1.11418,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h500_seq512_pred96_seed3_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h500_seq512_pred96_initseed11,3,,0.47353,0.97502,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h400_seq512_pred96_seed1_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h400_seq512_pred96_initseed13,1,,0.53706,1.11987,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h600_seq512_pred96_seed1_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h600_seq512_pred96_initseed11,1,,0.314,0.87925,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h400_seq512_pred96_seed2_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h400_seq512_pred96_initseed11,2,,0.53706,1.12174,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h600_seq512_pred96_seed2_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h600_seq512_pred96_initseed11,2,,0.314,0.82077,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h400_seq512_pred96_seed2_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h400_seq512_pred96_initseed12,2,,0.53706,1.1233,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h600_seq512_pred96_seed3_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h600_seq512_pred96_initseed11,3,,0.314,0.89986,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h400_seq512_pred96_seed2_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h400_seq512_pred96_initseed13,2,,0.53706,1.1128,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h700_seq512_pred96_seed1_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h700_seq512_pred96_initseed11,1,,0.26986,1.05968,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h400_seq512_pred96_seed3_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h400_seq512_pred96_initseed11,3,,0.53706,1.12847,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h700_seq512_pred96_seed2_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h700_seq512_pred96_initseed11,2,,0.26986,1.03939,uniSynthPSD_eval
