log_path,model,base_key,seed,init_seed,se,smape,domain
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h400_seq512_pred96_seed3_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h400_seq512_pred96_initseed12,3,,0.53706,1.12859,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h700_seq512_pred96_seed3_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h700_seq512_pred96_initseed11,3,,0.26986,1.07584,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h400_seq512_pred96_seed3_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h400_seq512_pred96_initseed13,3,,0.53706,1.12602,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h800_seq512_pred96_seed1_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h800_seq512_pred96_initseed11,1,,0.27642,0.84412,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed1_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h500_seq512_pred96_initseed11,1,,0.47353,0.98973,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h800_seq512_pred96_seed2_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h800_seq512_pred96_initseed11,2,,0.27642,0.86848,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed1_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h500_seq512_pred96_initseed12,1,,0.47353,1.00562,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r0_h800_seq512_pred96_seed3_initseed11.txt,Language Pretrained,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h800_seq512_pred96_initseed11,3,,0.27642,0.86818,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed1_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h500_seq512_pred96_initseed13,1,,0.47353,0.99014,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed2_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h500_seq512_pred96_initseed11,2,,0.47353,0.99582,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed2_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h500_seq512_pred96_initseed12,2,,0.47353,1.00143,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed2_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h500_seq512_pred96_initseed13,2,,0.47353,0.99723,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed3_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h500_seq512_pred96_initseed11,3,,0.47353,0.99428,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed3_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h500_seq512_pred96_initseed12,3,,0.47353,0.99591,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h500_seq512_pred96_seed3_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h500_seq512_pred96_initseed13,3,,0.47353,1.01262,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed1_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h600_seq512_pred96_initseed11,1,,0.314,0.89665,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed1_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h600_seq512_pred96_initseed12,1,,0.314,0.90366,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed1_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h600_seq512_pred96_initseed13,1,,0.314,0.90866,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed2_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h600_seq512_pred96_initseed11,2,,0.314,0.92211,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed2_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h600_seq512_pred96_initseed12,2,,0.314,0.92812,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed2_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h600_seq512_pred96_initseed13,2,,0.314,0.91004,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed3_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h600_seq512_pred96_initseed11,3,,0.314,0.94959,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed3_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h600_seq512_pred96_initseed12,3,,0.314,0.93879,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h600_seq512_pred96_seed3_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h600_seq512_pred96_initseed13,3,,0.314,0.92054,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed1_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h700_seq512_pred96_initseed11,1,,0.26986,1.08967,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed1_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h700_seq512_pred96_initseed12,1,,0.26986,1.0763,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed1_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h700_seq512_pred96_initseed13,1,,0.26986,1.08799,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed2_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h700_seq512_pred96_initseed11,2,,0.26986,1.1045,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed2_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h700_seq512_pred96_initseed12,2,,0.26986,1.09054,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed2_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h700_seq512_pred96_initseed13,2,,0.26986,1.0827,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed3_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h700_seq512_pred96_initseed11,3,,0.26986,1.10352,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed3_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h700_seq512_pred96_initseed12,3,,0.26986,1.10011,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h700_seq512_pred96_seed3_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h700_seq512_pred96_initseed13,3,,0.26986,1.09764,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed1_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h800_seq512_pred96_initseed11,1,,0.27642,0.88671,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed1_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h800_seq512_pred96_initseed12,1,,0.27642,0.87282,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed1_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h800_seq512_pred96_initseed13,1,,0.27642,0.87118,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed2_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h800_seq512_pred96_initseed11,2,,0.27642,0.88736,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed2_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h800_seq512_pred96_initseed12,2,,0.27642,0.84897,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed2_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h800_seq512_pred96_initseed13,2,,0.27642,0.86577,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed3_initseed11.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h800_seq512_pred96_initseed11,3,,0.27642,0.8559,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed3_initseed12.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h800_seq512_pred96_initseed12,3,,0.27642,0.87609,uniSynthPSD_eval
../results/uniSynthPSD_eval/testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_r1_h800_seq512_pred96_seed3_initseed13.txt,Random Init,testing_uniSynthPSD_l0_d32_e10_mLLAMA3.2_n1b_f1_t100_c100_h800_seq512_pred96_initseed13,3,,0.27642,0.89699,uniSynthPSD_eval
